name_a,name_b,severity,sources
Colchicine,Erythromycin,severe,ndf-rt+openfda(a_in_b_label)
Colchicine,Cyclosporine,reported,ndf-rt+openfda(a_in_b_label)
Colchicine,Ketoconazole,moderate,ndf-rt+openfda(a_in_b_label)
Colchicine,Ciprofloxacin,moderate,ndf-rt+openfda(b_in_a_label)
Colchicine,Lovastatin,moderate,ndf-rt+openfda(a_in_b_label)
Colchicine,Fluconazole,moderate,ndf-rt+openfda(b_in_a_label)
Colchicine,Diltiazem,reported,ndf-rt+openfda(b_in_a_label)
Colchicine,Verapamil,moderate,ndf-rt+openfda(a_in_b_label)
Colchicine,Azithromycin,moderate,ndf-rt+openfda(a_in_b_label)
Colchicine,Clarithromycin,severe,ndf-rt+openfda(a_in_b_label)
Colchicine,Simvastatin,moderate,ndf-rt+openfda(a_in_b_label)
Colchicine,Pravastatin,moderate,ndf-rt+openfda(a_in_b_label)
Colchicine,Itraconazole,severe,ndf-rt+openfda(a_in_b_label)
Colchicine,Nefazodone,severe,ndf-rt+openfda(b_in_a_label)
Colchicine,Saquinavir,severe,ndf-rt+openfda(b_in_a_label)
Colchicine,Ritonavir,severe,ndf-rt+openfda(a_in_b_label)
Colchicine,Carvedilol,moderate,ndf-rt+openfda(b_in_a_label)
Colchicine,Amprenavir,severe,ndf-rt+openfda(b_in_a_label)
Colchicine,Voriconazole,moderate,ndf-rt+openfda(b_in_a_label)
Colchicine,Aprepitant,severe,ndf-rt+openfda(b_in_a_label)
Colchicine,Rosuvastatin,moderate,ndf-rt+openfda(a_in_b_label)
Colchicine,Fosamprenavir,severe,ndf-rt+openfda(a_in_b_label)
Colchicine,Telithromycin,severe,ndf-rt+openfda(b_in_a_label)
Colchicine,Fluvastatin,moderate,ndf-rt+openfda(a_in_b_label)
Colchicine,Indinavir,moderate,ndf-rt+openfda(b_in_a_label)
Colchicine,Atorvastatin,moderate,ndf-rt+openfda(a_in_b_label)
Colchicine,Nelfinavir,moderate,ndf-rt+openfda(a_in_b_label)
Colchicine,Atazanavir,severe,ndf-rt+openfda(a_in_b_label)
Colchicine,Tipranavir,severe,ndf-rt+openfda(b_in_a_label)
Colchicine,Ranolazine,severe,ndf-rt+openfda(b_in_a_label)
Colchicine,Darunavir,severe,ndf-rt+openfda(a_in_b_label)
Colchicine,Posaconazole,moderate,ndf-rt+openfda(b_in_a_label)
Phenobarbital,Metronidazole,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Ethinyl Estradiol,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Levonorgestrel,moderate,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Aminophylline,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Haloperidol,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Theophylline,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Nifedipine,severe,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Estrogens,moderate,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Estrone,moderate,ndf-rt+openfda(b_in_a_label)
Phenobarbital,Norethindrone,moderate,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Phenprocoumon,moderate,ndf-rt+openfda(b_in_a_label)
Phenobarbital,Dicumarol,reported,ndf-rt+openfda(b_in_a_label)
Phenobarbital,Cyclosporine,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Nimodipine,moderate,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Doxorubicin,moderate,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Guanfacine,moderate,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Tamoxifen,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Warfarin,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Felodipine,moderate,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Risperidone,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Tacrolimus,moderate,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Ritonavir,moderate,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Efavirenz,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Sirolimus,moderate,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Exemestane,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Imatinib,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Voriconazole,severe,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Fosamprenavir,severe,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Tinidazole,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Erlotinib,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Irinotecan,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Nelfinavir,moderate,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Toremifene,moderate,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Atazanavir,severe,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Deferasirox,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Ranolazine,severe,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Darunavir,moderate,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Raltegravir,severe,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Etravirine,severe,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Everolimus,moderate,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Dronedarone,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Roflumilast,severe,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Rilpivirine,severe,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Ticagrelor,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Axitinib,reported,ndf-rt+openfda(a_in_b_label)
Phenobarbital,Ivacaftor,severe,ndf-rt+openfda(a_in_b_label)
Digitoxin,Rifampin,moderate,ndf-rt+openfda(a_in_b_label)
Digitoxin,Colestipol,moderate,ndf-rt+openfda(a_in_b_label)
Digitoxin,Quinidine,reported,ndf-rt+openfda(a_in_b_label)
Digitoxin,Verapamil,moderate,ndf-rt+openfda(a_in_b_label)
Propylthiouracil,Warfarin,moderate,ndf-rt+openfda(b_in_a_label)
Methimazole,Warfarin,moderate,ndf-rt+openfda(b_in_a_label)
Potassium Chloride,Captopril,moderate,ndf-rt+openfda(b_in_a_label)
Potassium Chloride,Spironolactone,severe,ndf-rt+openfda(b_in_a_label)
Potassium Chloride,Triamterene,severe,ndf-rt+openfda(b_in_a_label)
Potassium Chloride,Hyoscyamine,severe,ndf-rt+openfda(a_in_b_label)
Potassium Chloride,Glycopyrrolate,severe,ndf-rt+openfda(a_in_b_label)
Potassium Chloride,Amiloride,severe,ndf-rt+openfda(b_in_a_label)
Potassium Chloride,Enalapril,moderate,ndf-rt+openfda(b_in_a_label)
Potassium Chloride,Methotrexate,severe,ndf-rt+openfda(b_in_a_label)
Potassium Chloride,Eplerenone,severe,ndf-rt+openfda(b_in_a_label)
Potassium Chloride,Aliskiren,moderate,ndf-rt+openfda(b_in_a_label)
Thimerosal,Sodium Phosphate,moderate,ndf-rt+openfda(a_in_b_label)
Testosterone,Warfarin,moderate,ndf-rt+openfda(b_in_a_label)
Sulfadiazine,Methotrexate,moderate,ndf-rt+openfda(b_in_a_label)
Isoniazid,Acetaminophen,moderate,ndf-rt+openfda(b_in_a_label)
Isoniazid,Levodopa,moderate,ndf-rt+openfda(a_in_b_label)
Isoniazid,Phenytoin,moderate,ndf-rt+openfda(a_in_b_label)
Isoniazid,Carbamazepine,reported,ndf-rt+openfda(a_in_b_label)
Isoniazid,Ketoconazole,moderate,ndf-rt+openfda(a_in_b_label)
Isoniazid,Estazolam,moderate,ndf-rt+openfda(a_in_b_label)
Isoniazid,Warfarin,reported,ndf-rt+openfda(a_in_b_label)
Isoniazid,Itraconazole,severe,ndf-rt+openfda(a_in_b_label)
Isoniazid,Fosphenytoin,moderate,ndf-rt+openfda(a_in_b_label)
Reserpine,Tetrabenazine,moderate,ndf-rt+openfda(a_in_b_label)
Codeine,Buprenorphine,moderate,ndf-rt+openfda(b_in_a_label)
Codeine,Fluoxetine,moderate,ndf-rt+openfda(b_in_a_label)
Potassium Bicarbonate,Captopril,moderate,ndf-rt+openfda(b_in_a_label)
Potassium Bicarbonate,Spironolactone,severe,ndf-rt+openfda(b_in_a_label)
Potassium Bicarbonate,Triamterene,severe,ndf-rt+openfda(b_in_a_label)
Potassium Bicarbonate,Amiloride,reported,ndf-rt+openfda(b_in_a_label)
Potassium Bicarbonate,Enalapril,moderate,ndf-rt+openfda(b_in_a_label)
Potassium Citrate,Spironolactone,moderate,ndf-rt+openfda(b_in_a_label)
Potassium Citrate,Triamterene,moderate,ndf-rt+openfda(b_in_a_label)
Potassium Citrate,Amiloride,moderate,ndf-rt+openfda(b_in_a_label)
Potassium Citrate,Eplerenone,moderate,ndf-rt+openfda(b_in_a_label)
Potassium Citrate,Aliskiren,moderate,ndf-rt+openfda(b_in_a_label)
Nitroglycerin,Dihydroergotamine,moderate,ndf-rt+openfda(b_in_a_label)
Nitroglycerin,Vardenafil,severe,ndf-rt+openfda(a_in_b_label)
Nitroglycerin,Tadalafil,severe,ndf-rt+openfda(b_in_a_label)
Nitroglycerin,Ergotamine,severe,ndf-rt+openfda(b_in_a_label)
Nitroglycerin,Sildenafil,severe,ndf-rt+openfda(b_in_a_label)
Morphine,Rifampin,moderate,ndf-rt+openfda(a_in_b_label)
Morphine,Buprenorphine,moderate,ndf-rt+openfda(b_in_a_label)
Morphine,Butorphanol,moderate,ndf-rt+openfda(b_in_a_label)
Morphine,Nalbuphine,moderate,ndf-rt+openfda(b_in_a_label)
Opium,Buprenorphine,moderate,ndf-rt+openfda(b_in_a_label)
Opium,Butorphanol,moderate,ndf-rt+openfda(b_in_a_label)
Opium,Nalbuphine,moderate,ndf-rt+openfda(b_in_a_label)
Opium,Tranylcypromine,severe,ndf-rt+openfda(b_in_a_label)
Opium,Linezolid,moderate,ndf-rt+openfda(b_in_a_label)
Cefaclor,Aluminum Hydroxide,moderate,ndf-rt+openfda(b_in_a_label)
Aspirin,Ibuprofen,moderate,ndf-rt+openfda(a_in_b_label)
Aspirin,Probenecid,severe,ndf-rt+openfda(b_in_a_label)
Aspirin,Heparin,reported,ndf-rt+openfda(b_in_a_label)
Aspirin,Valproic Acid,moderate,ndf-rt+openfda(a_in_b_label)
Aspirin,Valproate Sodium,moderate,ndf-rt+openfda(a_in_b_label)
Aspirin,Sulfinpyrazone,severe,ndf-rt+openfda(b_in_a_label)
Aspirin,Ketorolac Tromethamine,severe,ndf-rt+openfda(a_in_b_label)
Aspirin,Methotrexate,moderate,ndf-rt+openfda(a_in_b_label)
Aspirin,Warfarin,moderate,ndf-rt+openfda(a_in_b_label)
Aspirin,Enoxaparin,reported,ndf-rt+openfda(b_in_a_label)
Aspirin,Celecoxib,moderate,ndf-rt+openfda(a_in_b_label)
Aspirin,Rivaroxaban,moderate,ndf-rt+openfda(a_in_b_label)
Caffeine,Cimetidine,moderate,ndf-rt+openfda(b_in_a_label)
Caffeine,Adenosine,moderate,ndf-rt+openfda(a_in_b_label)
Caffeine,Regadenoson,moderate,ndf-rt+openfda(a_in_b_label)
Ampicillin,Ethinyl Estradiol,reported,ndf-rt+openfda(a_in_b_label)
Ampicillin,Levonorgestrel,reported,ndf-rt+openfda(a_in_b_label)
Ampicillin,Norethindrone,reported,ndf-rt+openfda(a_in_b_label)
Erythromycin,Phenytoin,severe,ndf-rt+openfda(b_in_a_label)
Erythromycin,Carbamazepine,reported,ndf-rt+openfda(a_in_b_label)
Erythromycin,Digoxin,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Aminophylline,reported,ndf-rt+openfda(a_in_b_label)
Erythromycin,Triazolam,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Alprazolam,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Haloperidol,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Theophylline,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Hydrocodone,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Lidocaine,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Pimozide,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Fentanyl,reported,ndf-rt+openfda(a_in_b_label)
Erythromycin,Cyclosporine,reported,ndf-rt+openfda(a_in_b_label)
Erythromycin,Terfenadine,severe,ndf-rt+openfda(b_in_a_label)
Erythromycin,Astemizole,severe,ndf-rt+openfda(b_in_a_label)
Erythromycin,Nimodipine,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Lovastatin,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Clozapine,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Fluconazole,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Alfentanil,severe,ndf-rt+openfda(b_in_a_label)
Erythromycin,Amiodarone,reported,ndf-rt+openfda(b_in_a_label)
Erythromycin,Bromocriptine,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Buprenorphine,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Buspirone,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Clindamycin,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Dihydroergotamine,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Diltiazem,severe,ndf-rt+openfda(b_in_a_label)
Erythromycin,Disopyramide,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Methadone,reported,ndf-rt+openfda(a_in_b_label)
Erythromycin,Midazolam,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Oxycodone,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Procainamide,reported,ndf-rt+openfda(b_in_a_label)
Erythromycin,Propafenone,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Quinidine,severe,ndf-rt+openfda(b_in_a_label)
Erythromycin,Quinine,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Verapamil,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Vinblastine,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Warfarin,reported,ndf-rt+openfda(a_in_b_label)
Erythromycin,Felodipine,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Simvastatin,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Pravastatin,reported,ndf-rt+openfda(a_in_b_label)
Erythromycin,Itraconazole,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Rifabutin,severe,ndf-rt+openfda(b_in_a_label)
Erythromycin,Amlodipine,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Sotalol,reported,ndf-rt+openfda(b_in_a_label)
Erythromycin,Cisapride,severe,ndf-rt+openfda(b_in_a_label)
Erythromycin,Tacrolimus,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Ritonavir,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Repaglinide,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Cilostazol,reported,ndf-rt+openfda(a_in_b_label)
Erythromycin,Sirolimus,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Dofetilide,reported,ndf-rt+openfda(b_in_a_label)
Erythromycin,Eplerenone,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Vardenafil,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Tadalafil,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Ergotamine,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Atorvastatin,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Toremifene,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Sildenafil,reported,ndf-rt+openfda(a_in_b_label)
Erythromycin,Tolterodine,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Atazanavir,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Eszopiclone,severe,ndf-rt+openfda(b_in_a_label)
Erythromycin,Ranolazine,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Everolimus,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Dronedarone,moderate,ndf-rt+openfda(a_in_b_label)
Erythromycin,Pitavastatin,reported,ndf-rt+openfda(a_in_b_label)
Erythromycin,Lurasidone,reported,ndf-rt+openfda(a_in_b_label)
Erythromycin,Rivaroxaban,severe,ndf-rt+openfda(a_in_b_label)
Erythromycin,Ivacaftor,moderate,ndf-rt+openfda(a_in_b_label)
Triamcinolone,Rifampin,moderate,ndf-rt+openfda(b_in_a_label)
Triamcinolone,Warfarin,moderate,ndf-rt+openfda(b_in_a_label)
Triamcinolone,Ritonavir,moderate,ndf-rt+openfda(a_in_b_label)
Nadolol,Epinephrine,severe,ndf-rt+openfda(b_in_a_label)
Amoxicillin,Allopurinol,moderate,ndf-rt+openfda(a_in_b_label)
Amoxicillin,Methotrexate,severe,ndf-rt+openfda(b_in_a_label)
Captopril,Potassium,moderate,ndf-rt+openfda(a_in_b_label)
Captopril,Spironolactone,moderate,ndf-rt+openfda(b_in_a_label)
Captopril,Indomethacin,moderate,ndf-rt+openfda(a_in_b_label)
Captopril,Triamterene,moderate,ndf-rt+openfda(b_in_a_label)
Captopril,Amiloride,moderate,ndf-rt+openfda(b_in_a_label)
Captopril,Lithium,moderate,ndf-rt+openfda(a_in_b_label)
Captopril,Sirolimus,moderate,ndf-rt+openfda(b_in_a_label)
Captopril,Aliskiren,severe,ndf-rt+openfda(b_in_a_label)
Captopril,Temsirolimus,moderate,ndf-rt+openfda(b_in_a_label)
Captopril,Everolimus,moderate,ndf-rt+openfda(b_in_a_label)
Hydrochlorothiazide,Digoxin,moderate,ndf-rt+openfda(b_in_a_label)
Hydrochlorothiazide,Digitalis,severe,ndf-rt+openfda(b_in_a_label)
Hydrochlorothiazide,Lithium,moderate,ndf-rt+openfda(a_in_b_label)
Hydrochlorothiazide,Dofetilide,severe,ndf-rt+openfda(a_in_b_label)
Amphotericin B,Cyclosporine,reported,ndf-rt+openfda(a_in_b_label)
Amphotericin B,Digitalis,moderate,ndf-rt+openfda(b_in_a_label)
Amphotericin B,Foscarnet,reported,ndf-rt+openfda(a_in_b_label)
Amphotericin B,Cidofovir,severe,ndf-rt+openfda(a_in_b_label)
Tetracycline,Isotretinoin,reported,ndf-rt+openfda(b_in_a_label)
Tetracycline,Ethinyl Estradiol,severe,ndf-rt+openfda(a_in_b_label)
Tetracycline,Digoxin,moderate,ndf-rt+openfda(a_in_b_label)
Tetracycline,Sodium Bicarbonate,severe,ndf-rt+openfda(b_in_a_label)
Tetracycline,Norethindrone,reported,ndf-rt+openfda(a_in_b_label)
Tetracycline,Warfarin,moderate,ndf-rt+openfda(b_in_a_label)
Tetracycline,Atovaquone,severe,ndf-rt+openfda(a_in_b_label)
Tetracycline,Acitretin,reported,ndf-rt+openfda(a_in_b_label)
Zinc Oxide,Heparin,severe,ndf-rt+openfda(b_in_a_label)
Zinc Oxide,Methotrexate,moderate,ndf-rt+openfda(b_in_a_label)
Zinc Oxide,Warfarin,severe,ndf-rt+openfda(b_in_a_label)
Calcium Carbonate,Levothyroxine,moderate,ndf-rt+openfda(a_in_b_label)
Calcium Carbonate,Rilpivirine,severe,ndf-rt+openfda(a_in_b_label)
Vitamin A,Isotretinoin,moderate,ndf-rt+openfda(a_in_b_label)
Vitamin A,Acitretin,severe,ndf-rt+openfda(a_in_b_label)
Iodine,Metformin,moderate,ndf-rt+openfda(b_in_a_label)
Nicotinic Acid,Lovastatin,moderate,ndf-rt+openfda(a_in_b_label)
Nicotinic Acid,Pravastatin,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Spironolactone,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Triamterene,severe,ndf-rt+openfda(a_in_b_label)
Potassium,Sodium Polystyrene Sulfonate,severe,ndf-rt+openfda(a_in_b_label)
Potassium,Hyoscyamine,severe,ndf-rt+openfda(a_in_b_label)
Potassium,Glycopyrrolate,severe,ndf-rt+openfda(a_in_b_label)
Potassium,Lisinopril,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Enalaprilat,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Ramipril,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Amiloride,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Enalapril,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Fosinopril,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Quinapril,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Benazepril,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Losartan,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Trandolapril,reported,ndf-rt+openfda(a_in_b_label)
Potassium,Valsartan,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Irbesartan,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Telmisartan,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Candesartan,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Perindopril,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Eplerenone,moderate,ndf-rt+openfda(a_in_b_label)
Potassium,Moexipril,reported,ndf-rt+openfda(a_in_b_label)
Potassium,Aliskiren,moderate,ndf-rt+openfda(b_in_a_label)
Chlorothiazide,Lithium,moderate,ndf-rt+openfda(a_in_b_label)
Hydroxyurea,Didanosine,severe,ndf-rt+openfda(b_in_a_label)
Sulfamethoxazole,Trimethoprim,severe,ndf-rt+openfda(a_in_b_label)
Sulfamethoxazole,Phenytoin,reported,ndf-rt+openfda(a_in_b_label)
Sulfamethoxazole,Glyburide,moderate,ndf-rt+openfda(b_in_a_label)
Sulfamethoxazole,Glipizide,moderate,ndf-rt+openfda(b_in_a_label)
Sulfamethoxazole,Cyclosporine,reported,ndf-rt+openfda(a_in_b_label)
Sulfamethoxazole,Methotrexate,moderate,ndf-rt+openfda(a_in_b_label)
Sulfamethoxazole,Warfarin,moderate,ndf-rt+openfda(b_in_a_label)
Sulfamethoxazole,Dofetilide,severe,ndf-rt+openfda(a_in_b_label)
Sulfamethoxazole,Fosphenytoin,reported,ndf-rt+openfda(a_in_b_label)
Trimethoprim,Phenytoin,moderate,ndf-rt+openfda(a_in_b_label)
Trimethoprim,Spironolactone,moderate,ndf-rt+openfda(a_in_b_label)
Trimethoprim,Cyclosporine,reported,ndf-rt+openfda(a_in_b_label)
Trimethoprim,Methotrexate,moderate,ndf-rt+openfda(a_in_b_label)
Trimethoprim,Procainamide,moderate,ndf-rt+openfda(b_in_a_label)
Trimethoprim,Dofetilide,severe,ndf-rt+openfda(a_in_b_label)
Trimethoprim,Fosphenytoin,moderate,ndf-rt+openfda(a_in_b_label)
Mannitol,Tobramycin,severe,ndf-rt+openfda(a_in_b_label)
Doxycycline,Isotretinoin,reported,ndf-rt+openfda(b_in_a_label)
Doxycycline,Phenytoin,reported,ndf-rt+openfda(a_in_b_label)
Doxycycline,Rifampin,reported,ndf-rt+openfda(a_in_b_label)
Doxycycline,Acitretin,reported,ndf-rt+openfda(b_in_a_label)
Doxycycline,Fosphenytoin,reported,ndf-rt+openfda(a_in_b_label)
Iopamidol,Metformin,moderate,ndf-rt+openfda(b_in_a_label)
"Tuberculin,Purified Protein Derivative",Varicella,reported,ndf-rt+openfda(b_in_a_label)
Phytonadione,Warfarin,moderate,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Levodopa,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Carbamazepine,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Methyldopa,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Amoxapine,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Epinephrine,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Dextromethorphan,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Phenylalanine,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Tryptophan,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Tyrosine,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Amitriptyline,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Amphetamine,severe,ndf-rt+openfda(a_in_b_label)
Isocarboxazid,Bupropion,severe,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Buspirone,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Clomipramine,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Cocaine,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Cyclobenzaprine,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Desipramine,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Dopamine,moderate,ndf-rt+openfda(a_in_b_label)
Isocarboxazid,Doxepin,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Fluoxetine,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Imipramine,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Maprotiline,severe,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Meperidine,severe,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Methylphenidate,severe,ndf-rt+openfda(a_in_b_label)
Isocarboxazid,Norepinephrine,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Nortriptyline,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Procarbazine,reported,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Trazodone,severe,ndf-rt+openfda(a_in_b_label)
Isocarboxazid,Trimipramine,severe,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Dextroamphetamine,severe,ndf-rt+openfda(a_in_b_label)
Isocarboxazid,Sertraline,severe,ndf-rt+openfda(a_in_b_label)
Isocarboxazid,Paroxetine,severe,ndf-rt+openfda(a_in_b_label)
Isocarboxazid,Mirtazapine,severe,ndf-rt+openfda(a_in_b_label)
Isocarboxazid,Rizatriptan,moderate,ndf-rt+openfda(a_in_b_label)
Isocarboxazid,Citalopram,moderate,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Linezolid,severe,ndf-rt+openfda(a_in_b_label)
Isocarboxazid,Dexmethylphenidate,severe,ndf-rt+openfda(a_in_b_label)
Isocarboxazid,Duloxetine,severe,ndf-rt+openfda(a_in_b_label)
Isocarboxazid,Venlafaxine,moderate,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Fluvoxamine,moderate,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Dexfenfluramine,moderate,ndf-rt+openfda(b_in_a_label)
Isocarboxazid,Desvenlafaxine,severe,ndf-rt+openfda(a_in_b_label)
Levodopa,Haloperidol,severe,ndf-rt+openfda(a_in_b_label)
Levodopa,Bupropion,moderate,ndf-rt+openfda(a_in_b_label)
Levodopa,Selegiline,severe,ndf-rt+openfda(b_in_a_label)
Levodopa,Tranylcypromine,severe,ndf-rt+openfda(a_in_b_label)
Levodopa,Risperidone,moderate,ndf-rt+openfda(a_in_b_label)
Levodopa,Olanzapine,moderate,ndf-rt+openfda(a_in_b_label)
Levodopa,Linezolid,severe,ndf-rt+openfda(b_in_a_label)
Levodopa,Tetrabenazine,severe,ndf-rt+openfda(b_in_a_label)
Clonazepam,Fluoxetine,reported,ndf-rt+openfda(b_in_a_label)
Clonazepam,Ritonavir,moderate,ndf-rt+openfda(a_in_b_label)
Bumetanide,Digoxin,severe,ndf-rt+openfda(b_in_a_label)
Bumetanide,Digitalis,reported,ndf-rt+openfda(b_in_a_label)
Bumetanide,Lithium,reported,ndf-rt+openfda(b_in_a_label)
