name_a,name_b,severity,sources
Ketoconazole,Nilotinib,severe,ndf-rt+openfda(b_in_a_label)
Ketoconazole,Etravirine,moderate,ndf-rt+openfda(a_in_b_label)
Ketoconazole,Silodosin,severe,ndf-rt+openfda(a_in_b_label)
Ketoconazole,Fesoterodine,severe,ndf-rt+openfda(a_in_b_label)
Ketoconazole,Dexlansoprazole,moderate,ndf-rt+openfda(a_in_b_label)
Ketoconazole,Everolimus,moderate,ndf-rt+openfda(a_in_b_label)
Ketoconazole,Iloperidone,reported,ndf-rt+openfda(a_in_b_label)
Ketoconazole,Tolvaptan,moderate,ndf-rt+openfda(a_in_b_label)
Ketoconazole,Dronedarone,severe,ndf-rt+openfda(a_in_b_label)
Ketoconazole,Saxagliptin,moderate,ndf-rt+openfda(a_in_b_label)
Ketoconazole,Cabazitaxel,moderate,ndf-rt+openfda(a_in_b_label)
Ketoconazole,Lurasidone,severe,ndf-rt+openfda(a_in_b_label)
Ketoconazole,Rivaroxaban,moderate,ndf-rt+openfda(a_in_b_label)
Ketoconazole,Ticagrelor,reported,ndf-rt+openfda(a_in_b_label)
Ketoconazole,Axitinib,moderate,ndf-rt+openfda(a_in_b_label)
Ketoconazole,Ivacaftor,moderate,ndf-rt+openfda(a_in_b_label)
Ephedrine,Selegiline,moderate,ndf-rt+openfda(a_in_b_label)
Ephedrine,Tranylcypromine,severe,ndf-rt+openfda(a_in_b_label)
Terfenadine,Quinine,moderate,ndf-rt+openfda(a_in_b_label)
Terfenadine,Azithromycin,severe,ndf-rt+openfda(a_in_b_label)
Terfenadine,Clarithromycin,severe,ndf-rt+openfda(a_in_b_label)
Terfenadine,Nefazodone,severe,ndf-rt+openfda(a_in_b_label)
Ribavirin,Zidovudine,moderate,ndf-rt+openfda(a_in_b_label)
Ribavirin,Didanosine,severe,ndf-rt+openfda(b_in_a_label)
Ciprofloxacin,Clozapine,severe,ndf-rt+openfda(a_in_b_label)
Ciprofloxacin,Methotrexate,moderate,ndf-rt+openfda(b_in_a_label)
Ciprofloxacin,Quinidine,severe,ndf-rt+openfda(a_in_b_label)
Ciprofloxacin,Warfarin,reported,ndf-rt+openfda(a_in_b_label)
Ciprofloxacin,Didanosine,reported,ndf-rt+openfda(b_in_a_label)
Ciprofloxacin,Glimepiride,severe,ndf-rt+openfda(b_in_a_label)
Ciprofloxacin,Tizanidine,severe,ndf-rt+openfda(a_in_b_label)
Ciprofloxacin,Duloxetine,moderate,ndf-rt+openfda(a_in_b_label)
Ciprofloxacin,Metformin,severe,ndf-rt+openfda(a_in_b_label)
Ciprofloxacin,Anagrelide,moderate,ndf-rt+openfda(a_in_b_label)
Ciprofloxacin,Ropinirole,moderate,ndf-rt+openfda(a_in_b_label)
Ciprofloxacin,Sevelamer,moderate,ndf-rt+openfda(a_in_b_label)
Ciprofloxacin,Lanthanum,moderate,ndf-rt+openfda(a_in_b_label)
Ciprofloxacin,Rasagiline,severe,ndf-rt+openfda(a_in_b_label)
Ciprofloxacin,Asenapine,moderate,ndf-rt+openfda(a_in_b_label)
Nizatidine,Rilpivirine,severe,ndf-rt+openfda(a_in_b_label)
Astemizole,Quinine,moderate,ndf-rt+openfda(a_in_b_label)
Astemizole,Clarithromycin,severe,ndf-rt+openfda(a_in_b_label)
Astemizole,Sotalol,moderate,ndf-rt+openfda(a_in_b_label)
Astemizole,Nefazodone,severe,ndf-rt+openfda(a_in_b_label)
Lisinopril,Amiloride,moderate,ndf-rt+openfda(b_in_a_label)
Lisinopril,Lithium,moderate,ndf-rt+openfda(a_in_b_label)
Lisinopril,Sirolimus,moderate,ndf-rt+openfda(b_in_a_label)
Lisinopril,Aliskiren,reported,ndf-rt+openfda(b_in_a_label)
Lisinopril,Temsirolimus,moderate,ndf-rt+openfda(b_in_a_label)
Lisinopril,Everolimus,moderate,ndf-rt+openfda(b_in_a_label)
Nimodipine,Clarithromycin,severe,ndf-rt+openfda(b_in_a_label)
Nimodipine,Telithromycin,severe,ndf-rt+openfda(b_in_a_label)
Nimodipine,Fosphenytoin,moderate,ndf-rt+openfda(a_in_b_label)
Methyl Salicylate,Warfarin,moderate,ndf-rt+openfda(b_in_a_label)
Omeprazole,Methotrexate,moderate,ndf-rt+openfda(a_in_b_label)
Omeprazole,Itraconazole,moderate,ndf-rt+openfda(a_in_b_label)
Omeprazole,Tacrolimus,moderate,ndf-rt+openfda(a_in_b_label)
Omeprazole,Mycophenolate Mofetil,moderate,ndf-rt+openfda(b_in_a_label)
Omeprazole,Citalopram,reported,ndf-rt+openfda(a_in_b_label)
Omeprazole,Cilostazol,reported,ndf-rt+openfda(a_in_b_label)
Omeprazole,Mycophenolic Acid,reported,ndf-rt+openfda(b_in_a_label)
Omeprazole,Erlotinib,reported,ndf-rt+openfda(a_in_b_label)
Omeprazole,Indinavir,severe,ndf-rt+openfda(b_in_a_label)
Omeprazole,Nelfinavir,moderate,ndf-rt+openfda(a_in_b_label)
Omeprazole,Clopidogrel,moderate,ndf-rt+openfda(a_in_b_label)
Omeprazole,Atazanavir,moderate,ndf-rt+openfda(a_in_b_label)
Omeprazole,Dasatinib,moderate,ndf-rt+openfda(b_in_a_label)
Omeprazole,Mycophenolate,moderate,ndf-rt+openfda(b_in_a_label)
Omeprazole,Posaconazole,severe,ndf-rt+openfda(b_in_a_label)
Omeprazole,Clobazam,severe,ndf-rt+openfda(a_in_b_label)
Omeprazole,Nilotinib,moderate,ndf-rt+openfda(b_in_a_label)
Omeprazole,Rilpivirine,severe,ndf-rt+openfda(a_in_b_label)
Lovastatin,Amiodarone,moderate,ndf-rt+openfda(a_in_b_label)
Lovastatin,Diltiazem,reported,ndf-rt+openfda(a_in_b_label)
Lovastatin,Verapamil,moderate,ndf-rt+openfda(a_in_b_label)
Lovastatin,Warfarin,moderate,ndf-rt+openfda(b_in_a_label)
Lovastatin,Clarithromycin,severe,ndf-rt+openfda(a_in_b_label)
Lovastatin,Itraconazole,severe,ndf-rt+openfda(a_in_b_label)
Lovastatin,Nefazodone,reported,ndf-rt+openfda(a_in_b_label)
Lovastatin,Ritonavir,severe,ndf-rt+openfda(a_in_b_label)
Lovastatin,Mifepristone,severe,ndf-rt+openfda(a_in_b_label)
Lovastatin,Voriconazole,reported,ndf-rt+openfda(b_in_a_label)
Lovastatin,Fosamprenavir,severe,ndf-rt+openfda(a_in_b_label)
Lovastatin,Telithromycin,severe,ndf-rt+openfda(b_in_a_label)
Lovastatin,Nelfinavir,moderate,ndf-rt+openfda(a_in_b_label)
Lovastatin,Atazanavir,severe,ndf-rt+openfda(a_in_b_label)
Lovastatin,Darunavir,severe,ndf-rt+openfda(a_in_b_label)
Lovastatin,Posaconazole,severe,ndf-rt+openfda(a_in_b_label)
Lovastatin,Dronedarone,reported,ndf-rt+openfda(b_in_a_label)
Lovastatin,Boceprevir,severe,ndf-rt+openfda(b_in_a_label)
Lovastatin,Telaprevir,severe,ndf-rt+openfda(b_in_a_label)
Lovastatin,Ticagrelor,moderate,ndf-rt+openfda(a_in_b_label)
Clozapine,Amiodarone,moderate,ndf-rt+openfda(b_in_a_label)
Clozapine,Fluoxetine,reported,ndf-rt+openfda(a_in_b_label)
Clozapine,Thioridazine,moderate,ndf-rt+openfda(b_in_a_label)
Clozapine,Sertraline,moderate,ndf-rt+openfda(b_in_a_label)
Clozapine,Paroxetine,moderate,ndf-rt+openfda(b_in_a_label)
Clozapine,Tacrolimus,moderate,ndf-rt+openfda(b_in_a_label)
Clozapine,Ritonavir,severe,ndf-rt+openfda(a_in_b_label)
Clozapine,Ziprasidone,moderate,ndf-rt+openfda(b_in_a_label)
Clozapine,Terbinafine,moderate,ndf-rt+openfda(b_in_a_label)
Clozapine,Fluvoxamine,moderate,ndf-rt+openfda(a_in_b_label)
Clozapine,Fosphenytoin,moderate,ndf-rt+openfda(a_in_b_label)
Clozapine,Escitalopram,moderate,ndf-rt+openfda(b_in_a_label)
Fluconazole,Alfentanil,reported,ndf-rt+openfda(b_in_a_label)
Fluconazole,Amiodarone,moderate,ndf-rt+openfda(b_in_a_label)
Fluconazole,Amitriptyline,moderate,ndf-rt+openfda(b_in_a_label)
Fluconazole,Diclofenac,moderate,ndf-rt+openfda(b_in_a_label)
Fluconazole,Methadone,reported,ndf-rt+openfda(a_in_b_label)
Fluconazole,Midazolam,moderate,ndf-rt+openfda(a_in_b_label)
Fluconazole,Nortriptyline,moderate,ndf-rt+openfda(b_in_a_label)
Fluconazole,Quinidine,moderate,ndf-rt+openfda(b_in_a_label)
Fluconazole,Vinblastine,moderate,ndf-rt+openfda(b_in_a_label)
Fluconazole,Vincristine,moderate,ndf-rt+openfda(a_in_b_label)
Fluconazole,Warfarin,moderate,ndf-rt+openfda(a_in_b_label)
Fluconazole,Azithromycin,moderate,ndf-rt+openfda(a_in_b_label)
Fluconazole,Clarithromycin,moderate,ndf-rt+openfda(a_in_b_label)
Fluconazole,Felodipine,moderate,ndf-rt+openfda(b_in_a_label)
Fluconazole,Simvastatin,moderate,ndf-rt+openfda(b_in_a_label)
Fluconazole,Rifabutin,moderate,ndf-rt+openfda(a_in_b_label)
Fluconazole,Cisapride,severe,ndf-rt+openfda(b_in_a_label)
Fluconazole,Tacrolimus,moderate,ndf-rt+openfda(a_in_b_label)
Fluconazole,Saquinavir,moderate,ndf-rt+openfda(b_in_a_label)
Fluconazole,Glimepiride,reported,ndf-rt+openfda(a_in_b_label)
Fluconazole,Rifapentine,reported,ndf-rt+openfda(a_in_b_label)
Fluconazole,Celecoxib,moderate,ndf-rt+openfda(a_in_b_label)
Fluconazole,Sirolimus,moderate,ndf-rt+openfda(a_in_b_label)
Fluconazole,Meloxicam,reported,ndf-rt+openfda(a_in_b_label)
Fluconazole,Bosentan,moderate,ndf-rt+openfda(a_in_b_label)
Fluconazole,Voriconazole,severe,ndf-rt+openfda(a_in_b_label)
Fluconazole,Eplerenone,severe,ndf-rt+openfda(a_in_b_label)
Fluconazole,Fluvastatin,moderate,ndf-rt+openfda(a_in_b_label)
Fluconazole,Fosphenytoin,moderate,ndf-rt+openfda(a_in_b_label)
Fluconazole,Atorvastatin,reported,ndf-rt+openfda(b_in_a_label)
Fluconazole,Halofantrine,reported,ndf-rt+openfda(b_in_a_label)
Fluconazole,Ranolazine,severe,ndf-rt+openfda(a_in_b_label)
Fluconazole,Clobazam,severe,ndf-rt+openfda(a_in_b_label)
Fluconazole,Everolimus,moderate,ndf-rt+openfda(a_in_b_label)
Fluconazole,Tolvaptan,moderate,ndf-rt+openfda(b_in_a_label)
Fluconazole,Lurasidone,reported,ndf-rt+openfda(a_in_b_label)
Fluconazole,Ruxolitinib,moderate,ndf-rt+openfda(a_in_b_label)
Fluconazole,Ivacaftor,moderate,ndf-rt+openfda(a_in_b_label)
Enalaprilat,Amiloride,moderate,ndf-rt+openfda(b_in_a_label)
Enalaprilat,Lithium,moderate,ndf-rt+openfda(b_in_a_label)
Propofol,Sevoflurane,moderate,ndf-rt+openfda(a_in_b_label)
Zidovudine,Doxorubicin,moderate,ndf-rt+openfda(b_in_a_label)
Zidovudine,Ganciclovir,reported,ndf-rt+openfda(a_in_b_label)
Zidovudine,Methadone,reported,ndf-rt+openfda(a_in_b_label)
Zidovudine,Rifabutin,moderate,ndf-rt+openfda(a_in_b_label)
Norfloxacin,Warfarin,reported,ndf-rt+openfda(a_in_b_label)
Norfloxacin,Dofetilide,reported,ndf-rt+openfda(a_in_b_label)
Capsaicin,Methotrexate,moderate,ndf-rt+openfda(b_in_a_label)
Ketorolac Tromethamine,Diclofenac,moderate,ndf-rt+openfda(b_in_a_label)
Ketorolac Tromethamine,Lithium,severe,ndf-rt+openfda(b_in_a_label)
Ketorolac Tromethamine,Methotrexate,moderate,ndf-rt+openfda(b_in_a_label)
Ketorolac Tromethamine,Warfarin,reported,ndf-rt+openfda(b_in_a_label)
Ketorolac Tromethamine,Nabumetone,moderate,ndf-rt+openfda(b_in_a_label)
Ketorolac Tromethamine,Meloxicam,moderate,ndf-rt+openfda(b_in_a_label)
Ketorolac Tromethamine,Pemetrexed,severe,ndf-rt+openfda(b_in_a_label)
Etodolac,Lithium,moderate,ndf-rt+openfda(b_in_a_label)
Etodolac,Methotrexate,moderate,ndf-rt+openfda(b_in_a_label)
Etodolac,Warfarin,severe,ndf-rt+openfda(b_in_a_label)
Ramipril,Amiloride,moderate,ndf-rt+openfda(b_in_a_label)
Ramipril,Lithium,moderate,ndf-rt+openfda(b_in_a_label)
Ramipril,Aliskiren,severe,ndf-rt+openfda(b_in_a_label)
Ramipril,Temsirolimus,moderate,ndf-rt+openfda(a_in_b_label)
Estazolam,Diltiazem,moderate,ndf-rt+openfda(b_in_a_label)
Estazolam,Itraconazole,severe,ndf-rt+openfda(b_in_a_label)
Estazolam,Nefazodone,moderate,ndf-rt+openfda(b_in_a_label)
Estazolam,Ritonavir,severe,ndf-rt+openfda(a_in_b_label)
Estazolam,Fluvoxamine,moderate,ndf-rt+openfda(b_in_a_label)
Ofloxacin,Warfarin,moderate,ndf-rt+openfda(b_in_a_label)
Ofloxacin,Didanosine,reported,ndf-rt+openfda(b_in_a_label)
Ofloxacin,Toremifene,moderate,ndf-rt+openfda(a_in_b_label)
Atropine,Pramlintide,moderate,ndf-rt+openfda(a_in_b_label)
Alfentanil,Clarithromycin,moderate,ndf-rt+openfda(a_in_b_label)
Alfentanil,Itraconazole,severe,ndf-rt+openfda(a_in_b_label)
Alfentanil,Voriconazole,moderate,ndf-rt+openfda(a_in_b_label)
Amantadine,Bupropion,moderate,ndf-rt+openfda(a_in_b_label)
Amantadine,Thioridazine,reported,ndf-rt+openfda(b_in_a_label)
Amantadine,Memantine,severe,ndf-rt+openfda(a_in_b_label)
Amikacin,Piperacillin,reported,ndf-rt+openfda(a_in_b_label)
Amikacin,Cidofovir,severe,ndf-rt+openfda(a_in_b_label)
Amiloride,Enalapril,reported,ndf-rt+openfda(a_in_b_label)
Amiloride,Potassium Phosphate,severe,ndf-rt+openfda(a_in_b_label)
Amiloride,Fosinopril,moderate,ndf-rt+openfda(a_in_b_label)
Amiloride,Quinapril,moderate,ndf-rt+openfda(a_in_b_label)
Amiloride,Benazepril,moderate,ndf-rt+openfda(a_in_b_label)
Amiloride,Tacrolimus,moderate,ndf-rt+openfda(b_in_a_label)
Amiloride,Losartan,moderate,ndf-rt+openfda(a_in_b_label)
Amiloride,Trandolapril,moderate,ndf-rt+openfda(a_in_b_label)
Amiloride,Valsartan,moderate,ndf-rt+openfda(a_in_b_label)
Amiloride,Perindopril,moderate,ndf-rt+openfda(a_in_b_label)
Amiloride,Dofetilide,severe,ndf-rt+openfda(a_in_b_label)
Amiloride,Eplerenone,moderate,ndf-rt+openfda(a_in_b_label)
Amiloride,Moexipril,moderate,ndf-rt+openfda(a_in_b_label)
Amiodarone,Chloroquine,reported,ndf-rt+openfda(a_in_b_label)
Amiodarone,Disopyramide,moderate,ndf-rt+openfda(b_in_a_label)
Amiodarone,Flecainide,moderate,ndf-rt+openfda(a_in_b_label)
Amiodarone,Lithium,moderate,ndf-rt+openfda(b_in_a_label)
Amiodarone,Procainamide,moderate,ndf-rt+openfda(b_in_a_label)
Amiodarone,Propafenone,severe,ndf-rt+openfda(a_in_b_label)
Amiodarone,Quinidine,reported,ndf-rt+openfda(a_in_b_label)
Amiodarone,Warfarin,moderate,ndf-rt+openfda(a_in_b_label)
Amiodarone,Azithromycin,moderate,ndf-rt+openfda(a_in_b_label)
Amiodarone,Clarithromycin,severe,ndf-rt+openfda(a_in_b_label)
Amiodarone,Simvastatin,severe,ndf-rt+openfda(a_in_b_label)
Amiodarone,Sotalol,severe,ndf-rt+openfda(a_in_b_label)
Amiodarone,Tacrolimus,moderate,ndf-rt+openfda(a_in_b_label)
Amiodarone,Ritonavir,severe,ndf-rt+openfda(a_in_b_label)
Amiodarone,Olanzapine,reported,ndf-rt+openfda(a_in_b_label)
Amiodarone,Tizanidine,severe,ndf-rt+openfda(a_in_b_label)
Amiodarone,Citalopram,reported,ndf-rt+openfda(a_in_b_label)
Amiodarone,Dofetilide,moderate,ndf-rt+openfda(a_in_b_label)
Amiodarone,Fosamprenavir,severe,ndf-rt+openfda(a_in_b_label)
Amiodarone,Tramadol,moderate,ndf-rt+openfda(a_in_b_label)
Amiodarone,Indinavir,moderate,ndf-rt+openfda(b_in_a_label)
Amiodarone,Fosphenytoin,moderate,ndf-rt+openfda(a_in_b_label)
Amiodarone,Atorvastatin,moderate,ndf-rt+openfda(b_in_a_label)
Amiodarone,Nelfinavir,severe,ndf-rt+openfda(a_in_b_label)
Amiodarone,Anagrelide,moderate,ndf-rt+openfda(a_in_b_label)
Amiodarone,Toremifene,moderate,ndf-rt+openfda(a_in_b_label)
Amiodarone,Atazanavir,severe,ndf-rt+openfda(a_in_b_label)
Amiodarone,Darunavir,severe,ndf-rt+openfda(a_in_b_label)
Amiodarone,Tetrabenazine,reported,ndf-rt+openfda(a_in_b_label)
Amiodarone,Dronedarone,reported,ndf-rt+openfda(a_in_b_label)
Amitriptyline,Dopamine,moderate,ndf-rt+openfda(a_in_b_label)
Amitriptyline,Fluoxetine,moderate,ndf-rt+openfda(b_in_a_label)
Amitriptyline,Norepinephrine,moderate,ndf-rt+openfda(a_in_b_label)
Amitriptyline,Phentermine,moderate,ndf-rt+openfda(a_in_b_label)
Amitriptyline,Procarbazine,severe,ndf-rt+openfda(a_in_b_label)
Amitriptyline,Quinidine,reported,ndf-rt+openfda(b_in_a_label)
Amitriptyline,Selegiline,severe,ndf-rt+openfda(a_in_b_label)
Amitriptyline,Sertraline,moderate,ndf-rt+openfda(b_in_a_label)
Amitriptyline,Paroxetine,moderate,ndf-rt+openfda(a_in_b_label)
Amitriptyline,Cisapride,severe,ndf-rt+openfda(b_in_a_label)
Amitriptyline,Rifapentine,moderate,ndf-rt+openfda(a_in_b_label)
Amitriptyline,Linezolid,reported,ndf-rt+openfda(b_in_a_label)
Amitriptyline,Duloxetine,moderate,ndf-rt+openfda(a_in_b_label)
Amitriptyline,Fluvoxamine,severe,ndf-rt+openfda(a_in_b_label)
Amitriptyline,Tramadol,moderate,ndf-rt+openfda(a_in_b_label)
Amitriptyline,Toremifene,reported,ndf-rt+openfda(a_in_b_label)
Amphetamine,Desipramine,moderate,ndf-rt+openfda(b_in_a_label)
Amphetamine,Protriptyline,moderate,ndf-rt+openfda(b_in_a_label)
Amphetamine,Selegiline,severe,ndf-rt+openfda(b_in_a_label)
Amphetamine,Tranylcypromine,severe,ndf-rt+openfda(b_in_a_label)
Amphetamine,Linezolid,moderate,ndf-rt+openfda(b_in_a_label)
Apomorphine,Ondansetron,severe,ndf-rt+openfda(a_in_b_label)
Apomorphine,Alosetron,severe,ndf-rt+openfda(b_in_a_label)
Apomorphine,Palonosetron,severe,ndf-rt+openfda(b_in_a_label)
Apomorphine,Granisetron,severe,ndf-rt+openfda(b_in_a_label)
Apomorphine,Dolasetron,severe,ndf-rt+openfda(b_in_a_label)
Atracurium,Quinidine,moderate,ndf-rt+openfda(b_in_a_label)
Atracurium,Desflurane,reported,ndf-rt+openfda(a_in_b_label)
Atracurium,Sevoflurane,moderate,ndf-rt+openfda(a_in_b_label)
Bepridil,Sotalol,moderate,ndf-rt+openfda(a_in_b_label)
Bepridil,Ritonavir,severe,ndf-rt+openfda(a_in_b_label)
Bepridil,Dofetilide,severe,ndf-rt+openfda(a_in_b_label)
Betaxolol,Disopyramide,reported,ndf-rt+openfda(b_in_a_label)
Betaxolol,Verapamil,reported,ndf-rt+openfda(b_in_a_label)
Bromocriptine,Dopamine,moderate,ndf-rt+openfda(b_in_a_label)
Bromocriptine,Phenylpropanolamine,reported,ndf-rt+openfda(b_in_a_label)
Bromocriptine,Clarithromycin,moderate,ndf-rt+openfda(a_in_b_label)
Bromocriptine,Sumatriptan,severe,ndf-rt+openfda(b_in_a_label)
Bupivacaine,Propranolol,reported,ndf-rt+openfda(b_in_a_label)
Buprenorphine,Butorphanol,moderate,ndf-rt+openfda(b_in_a_label)
Buprenorphine,Hydromorphone,moderate,ndf-rt+openfda(a_in_b_label)
Buprenorphine,Levorphanol,moderate,ndf-rt+openfda(a_in_b_label)
Buprenorphine,Meperidine,moderate,ndf-rt+openfda(a_in_b_label)
Buprenorphine,Methadone,moderate,ndf-rt+openfda(a_in_b_label)
Buprenorphine,Nalbuphine,moderate,ndf-rt+openfda(b_in_a_label)
Buprenorphine,Naltrexone,severe,ndf-rt+openfda(a_in_b_label)
Buprenorphine,Oxycodone,moderate,ndf-rt+openfda(a_in_b_label)
Buprenorphine,Oxymorphone,moderate,ndf-rt+openfda(a_in_b_label)
Buprenorphine,Sufentanil,moderate,ndf-rt+openfda(a_in_b_label)
Buprenorphine,Ritonavir,moderate,ndf-rt+openfda(b_in_a_label)
Buprenorphine,Tramadol,moderate,ndf-rt+openfda(a_in_b_label)
Buprenorphine,Remifentanil,moderate,ndf-rt+openfda(a_in_b_label)
Buprenorphine,Tapentadol,moderate,ndf-rt+openfda(a_in_b_label)
Bupropion,Tamoxifen,reported,ndf-rt+openfda(b_in_a_label)
Bupropion,Tranylcypromine,severe,ndf-rt+openfda(a_in_b_label)
Bupropion,Risperidone,reported,ndf-rt+openfda(b_in_a_label)
Bupropion,Ritonavir,moderate,ndf-rt+openfda(a_in_b_label)
Bupropion,Linezolid,severe,ndf-rt+openfda(b_in_a_label)
Buspirone,Diltiazem,moderate,ndf-rt+openfda(a_in_b_label)
Buspirone,Selegiline,moderate,ndf-rt+openfda(a_in_b_label)
Buspirone,Tranylcypromine,severe,ndf-rt+openfda(a_in_b_label)
Buspirone,Verapamil,moderate,ndf-rt+openfda(a_in_b_label)
Buspirone,Itraconazole,moderate,ndf-rt+openfda(a_in_b_label)
Buspirone,Nefazodone,reported,ndf-rt+openfda(a_in_b_label)
Buspirone,Linezolid,severe,ndf-rt+openfda(b_in_a_label)
Butorphanol,Hydromorphone,moderate,ndf-rt+openfda(a_in_b_label)
Butorphanol,Methadone,moderate,ndf-rt+openfda(a_in_b_label)
Butorphanol,Oxycodone,reported,ndf-rt+openfda(a_in_b_label)
Butorphanol,Oxymorphone,moderate,ndf-rt+openfda(a_in_b_label)
Butorphanol,Linezolid,moderate,ndf-rt+openfda(b_in_a_label)
Carbenicillin,Gentamicin Sulfate,moderate,ndf-rt+openfda(a_in_b_label)
Chloroquine,Mefloquine,severe,ndf-rt+openfda(a_in_b_label)
Chloroquine,Moxifloxacin,reported,ndf-rt+openfda(b_in_a_label)
Chloroquine,Anagrelide,moderate,ndf-rt+openfda(a_in_b_label)
Clomipramine,Fluoxetine,moderate,ndf-rt+openfda(b_in_a_label)
Clomipramine,Methylphenidate,moderate,ndf-rt+openfda(a_in_b_label)
Clomipramine,Norepinephrine,moderate,ndf-rt+openfda(a_in_b_label)
Clomipramine,Quinidine,reported,ndf-rt+openfda(b_in_a_label)
Clomipramine,Selegiline,severe,ndf-rt+openfda(a_in_b_label)
Clomipramine,Sertraline,moderate,ndf-rt+openfda(b_in_a_label)
Clomipramine,Paroxetine,moderate,ndf-rt+openfda(b_in_a_label)
Clomipramine,Linezolid,severe,ndf-rt+openfda(b_in_a_label)
Clomipramine,Fluvoxamine,moderate,ndf-rt+openfda(a_in_b_label)
Clomipramine,Tramadol,reported,ndf-rt+openfda(b_in_a_label)
Clomipramine,Milnacipran,moderate,ndf-rt+openfda(a_in_b_label)
Clorazepate,Ritonavir,moderate,ndf-rt+openfda(a_in_b_label)
Colestipol,Mycophenolate Mofetil,severe,ndf-rt+openfda(b_in_a_label)
Colestipol,Mycophenolic Acid,severe,ndf-rt+openfda(b_in_a_label)
Colestipol,Deferasirox,reported,ndf-rt+openfda(a_in_b_label)
Colestipol,Mycophenolate,severe,ndf-rt+openfda(b_in_a_label)
Colistin,Vecuronium,reported,ndf-rt+openfda(a_in_b_label)
Colistin,Rocuronium Bromide,moderate,ndf-rt+openfda(a_in_b_label)
Colistin,Cisatracurium,moderate,ndf-rt+openfda(a_in_b_label)
Cyclobenzaprine,Norepinephrine,severe,ndf-rt+openfda(b_in_a_label)
Cyclobenzaprine,Selegiline,severe,ndf-rt+openfda(a_in_b_label)
Cyclobenzaprine,Tranylcypromine,severe,ndf-rt+openfda(a_in_b_label)
Cyclobenzaprine,Tramadol,moderate,ndf-rt+openfda(a_in_b_label)
Cyclobenzaprine,Rasagiline,severe,ndf-rt+openfda(a_in_b_label)
Cyclobenzaprine,Tapentadol,moderate,ndf-rt+openfda(a_in_b_label)
Dantrolene,Verapamil,reported,ndf-rt+openfda(a_in_b_label)
Desipramine,Dopamine,severe,ndf-rt+openfda(a_in_b_label)
Desipramine,Fluoxetine,severe,ndf-rt+openfda(a_in_b_label)
Desipramine,Methadone,reported,ndf-rt+openfda(a_in_b_label)
Desipramine,Methylphenidate,moderate,ndf-rt+openfda(a_in_b_label)
Desipramine,Norepinephrine,moderate,ndf-rt+openfda(a_in_b_label)
Desipramine,Quinidine,severe,ndf-rt+openfda(a_in_b_label)
Desipramine,Dextroamphetamine,moderate,ndf-rt+openfda(a_in_b_label)
Desipramine,Sertraline,moderate,ndf-rt+openfda(a_in_b_label)
Desipramine,Paroxetine,reported,ndf-rt+openfda(a_in_b_label)
Desipramine,Ritonavir,moderate,ndf-rt+openfda(a_in_b_label)
Desipramine,Citalopram,moderate,ndf-rt+openfda(a_in_b_label)
Desipramine,Linezolid,severe,ndf-rt+openfda(b_in_a_label)
Desipramine,Duloxetine,moderate,ndf-rt+openfda(a_in_b_label)
Desipramine,Tramadol,reported,ndf-rt+openfda(b_in_a_label)
Desipramine,Escitalopram,moderate,ndf-rt+openfda(a_in_b_label)
Desipramine,Lisdexamfetamine,moderate,ndf-rt+openfda(a_in_b_label)
Diclofenac,Lithium,moderate,ndf-rt+openfda(b_in_a_label)
Diclofenac,Methotrexate,moderate,ndf-rt+openfda(b_in_a_label)
Diclofenac,Warfarin,reported,ndf-rt+openfda(a_in_b_label)
Diclofenac,Voriconazole,moderate,ndf-rt+openfda(a_in_b_label)
Diclofenac,Pemetrexed,severe,ndf-rt+openfda(b_in_a_label)
Dicloxacillin,Warfarin,moderate,ndf-rt+openfda(b_in_a_label)
Dihydroergotamine,Propranolol,severe,ndf-rt+openfda(b_in_a_label)
Dihydroergotamine,Azithromycin,severe,ndf-rt+openfda(a_in_b_label)
Dihydroergotamine,Clarithromycin,severe,ndf-rt+openfda(a_in_b_label)
Dihydroergotamine,Itraconazole,severe,ndf-rt+openfda(a_in_b_label)
Dihydroergotamine,Nefazodone,moderate,ndf-rt+openfda(b_in_a_label)
Dihydroergotamine,Saquinavir,moderate,ndf-rt+openfda(b_in_a_label)
Dihydroergotamine,Ritonavir,severe,ndf-rt+openfda(a_in_b_label)
Dihydroergotamine,Sumatriptan,severe,ndf-rt+openfda(a_in_b_label)
Dihydroergotamine,Zolmitriptan,severe,ndf-rt+openfda(a_in_b_label)
Dihydroergotamine,Rizatriptan,severe,ndf-rt+openfda(a_in_b_label)
Dihydroergotamine,Mifepristone,severe,ndf-rt+openfda(a_in_b_label)
Dihydroergotamine,Almotriptan,severe,ndf-rt+openfda(a_in_b_label)
Dihydroergotamine,Frovatriptan,severe,ndf-rt+openfda(a_in_b_label)
Dihydroergotamine,Voriconazole,severe,ndf-rt+openfda(a_in_b_label)
Dihydroergotamine,Eletriptan,severe,ndf-rt+openfda(a_in_b_label)
Dihydroergotamine,Fosamprenavir,severe,ndf-rt+openfda(a_in_b_label)
Dihydroergotamine,Troleandomycin,severe,ndf-rt+openfda(b_in_a_label)
Dihydroergotamine,Indinavir,severe,ndf-rt+openfda(b_in_a_label)
Dihydroergotamine,Nelfinavir,severe,ndf-rt+openfda(a_in_b_label)
Dihydroergotamine,Naratriptan,severe,ndf-rt+openfda(a_in_b_label)
