"name_a","name_b","severity","rxcui_a","rxcui_b","sources"
"Desonide","Coal Tar,Crude","reported","3254","2635","ndf-rt"
"Desonide","Parachlorometoxylenol","reported","3254","20877","ndf-rt"
"Desonide","Docusate","reported","3254","82003","ndf-rt"
"Desonide","Efalizumab","reported","3254","356988","ndf-rt"
"Desonide","Natalizumab","reported","3254","354770","ndf-rt"
"Dacarbazine","Bcg Vaccine","reported","3098","1344","ndf-rt"
"Dacarbazine","Clozapine","reported","3098","2626","ndf-rt"
"Dacarbazine","Bacillus Calmette-Guerin,Tice Vaccine","reported","3098","221050","ndf-rt"
"Dacarbazine","Bacillus Calmette-Guerin,Montreal Vaccine","reported","3098","314513","ndf-rt"
"Dacarbazine","Efalizumab","reported","3098","356988","ndf-rt"
"Dacarbazine","Natalizumab","reported","3098","354770","ndf-rt"
"Dacarbazine","Varicella","reported","3098","11131","ndf-rt"
"Dacarbazine","Clozapine (Fazaclo)","reported","3098","542974","ndf-rt"
"Dacarbazine","Fingolimod","reported","3098","1012892","ndf-rt"
"Dacarbazine","Deferiprone","reported","3098","11645","ndf-rt"
"Plicamycin","Bcg Vaccine","reported","6995","1344","ndf-rt"
"Plicamycin","Bacillus Calmette-Guerin,Tice Vaccine","reported","6995","221050","ndf-rt"
"Plicamycin","Bacillus Calmette-Guerin,Montreal Vaccine","reported","6995","314513","ndf-rt"
"Plicamycin","Efalizumab","reported","6995","356988","ndf-rt"
"Plicamycin","Natalizumab","reported","6995","354770","ndf-rt"
"Plicamycin","Varicella","reported","6995","11131","ndf-rt"
"Plicamycin","Fingolimod","reported","6995","1012892","ndf-rt"
"Nifedipine","Primidone","reported","7417","8691","ndf-rt"
"Nifedipine","Rifampin","moderate","7417","9384","ndf-rt+openfda"
"Nifedipine","Cimetidine","moderate","7417","2541","ndf-rt+openfda"
"Nifedipine","Ketoconazole","moderate","7417","6135","ndf-rt+openfda"
"Nifedipine","Fluconazole","moderate","7417","4450","ndf-rt+openfda"
"Nifedipine","Dantrolene","reported","7417","3105","ndf-rt"
"Nifedipine","Quinidine","reported","7417","9068","ndf-rt"
"Nifedipine","Clarithromycin","moderate","7417","21212","ndf-rt+openfda"
"Nifedipine","Itraconazole","moderate","7417","28031","ndf-rt+openfda"
"Nifedipine","Rifabutin","severe","7417","55672","ndf-rt+openfda"
"Nifedipine","Tacrolimus","moderate","7417","42316","ndf-rt+openfda"
"Nifedipine","Melatonin","reported","7417","6711","ndf-rt"
"Nifedipine","Telithromycin","reported","7417","274786","ndf-rt"
"Nifedipine","Fosphenytoin","moderate","7417","72236","ndf-rt+openfda"
"Nifedipine","Nelfinavir","moderate","7417","134527","ndf-rt+openfda"
"Nifedipine","St. John's Wort","reported","7417","258326","ndf-rt"
"Nifedipine","Grapefruit Extract","reported","7417","124323","ndf-rt"
"Nifedipine","Diet Aid","reported","7417","216598","ndf-rt"
"Nifedipine","Posaconazole","moderate","7417","282446","ndf-rt+openfda"
"Phenylbutazone","Norethindrone","reported","8160","7514","ndf-rt"
"Phenylbutazone","Phenprocoumon","reported","8160","8150","ndf-rt"
"Phenylbutazone","Lysine","reported","8160","6536","ndf-rt"
"Phenylbutazone","Dicumarol","reported","8160","1598","ndf-rt"
"Phenylbutazone","Anisindione","reported","8160","17941","ndf-rt"
"Phenylbutazone","Ketorolac Tromethamine","reported","8160","28200","ndf-rt"
"Phenylbutazone","Sermorelin Acetate","reported","8160","58932","ndf-rt"
"Phenylbutazone","Lithium","reported","8160","6448","ndf-rt"
"Phenylbutazone","Methotrexate","moderate","8160","6851","ndf-rt+openfda"
"Phenylbutazone","Naphazoline","reported","8160","7247","ndf-rt"
"Phenylbutazone","Warfarin","reported","8160","11289","ndf-rt"
"Phenylbutazone","Methylbenzethonium Chloride","reported","8160","29829","ndf-rt"
"Phenylbutazone","Pegademase Bovine","reported","8160","59768","ndf-rt"
"Phenylbutazone","Xylometazoline","reported","8160","39841","ndf-rt"
"Phenylbutazone","Fluticasone","reported","8160","41126","ndf-rt"
"Phenylbutazone","Foscarnet","reported","8160","33562","ndf-rt"
"Phenylbutazone","Cidofovir","reported","8160","83171","ndf-rt"
"Phenylbutazone","Tenofovir","reported","8160","117466","ndf-rt"
"Phenylbutazone","Pemetrexed","reported","8160","68446","ndf-rt"
"Phenylbutazone","Pralatrexate","reported","8160","662019","ndf-rt"
"Phenylbutazone","Rivaroxaban","reported","8160","1114195","ndf-rt"
"Baclofen","Sodium Oxybate","reported","1292","9899","ndf-rt"
"Hyoscyamine","Chymotrypsin","reported","153970","2530","ndf-rt"
"Hyoscyamine","Cisapride","reported","153970","35255","ndf-rt"
"Hyoscyamine","Diet Aid","reported","153970","216598","ndf-rt"
"Hyoscyamine","Pramlintide","reported","153970","139953","ndf-rt"
"Scopolamine","Chymotrypsin","reported","9601","2530","ndf-rt"
"Scopolamine","Diet Aid","reported","9601","216598","ndf-rt"
"Scopolamine","Pramlintide","reported","9601","139953","ndf-rt"
"Estrogens","Primidone","reported","4100","8691","ndf-rt"
"Estrogens","Pentobarbital","reported","4100","8004","ndf-rt"
"Estrogens","Rifampin","reported","4100","9384","ndf-rt"
"Estrogens","Ethotoin","reported","4100","4136","ndf-rt"
"Estrogens","Secobarbital","reported","4100","9624","ndf-rt"
"Estrogens","Butabarbital","reported","4100","477631","ndf-rt"
"Estrogens","Rifabutin","reported","4100","55672","ndf-rt"
"Estrogens","Lamotrigine","reported","4100","28439","ndf-rt"
"Estrogens","Saquinavir","reported","4100","83395","ndf-rt"
"Estrogens","Anastrozole","reported","4100","84857","ndf-rt"
"Estrogens","Ritonavir","severe","4100","85762","ndf-rt+openfda"
"Estrogens","Letrozole","reported","4100","72965","ndf-rt"
"Estrogens","Rifapentine","reported","4100","35617","ndf-rt"
"Estrogens","Amprenavir","reported","4100","228656","ndf-rt"
"Estrogens","Exemestane","reported","4100","258494","ndf-rt"
"Estrogens","Mifepristone","reported","4100","6964","ndf-rt"
"Estrogens","Fosamprenavir","reported","4100","358262","ndf-rt"
"Estrogens","Levothyroxine","moderate","4100","10582","ndf-rt+openfda"
"Estrogens","Liothyronine","moderate","4100","10814","ndf-rt+openfda"
"Estrogens","Fosphenytoin","reported","4100","72236","ndf-rt"
"Estrogens","Nelfinavir","reported","4100","134527","ndf-rt"
"Estrogens","St. John's Wort","reported","4100","258326","ndf-rt"
"Estrogens","Atazanavir","reported","4100","343047","ndf-rt"
"Estrogens","Tipranavir","reported","4100","190548","ndf-rt"
"Estrogens","Darunavir","reported","4100","460132","ndf-rt"
"Estrogens","Clobazam","reported","4100","21241","ndf-rt"
"Estrogens","Romidepsin","reported","4100","877510","ndf-rt"
"Estrogens","Ulipristal","reported","4100","1005921","ndf-rt"
"Kaolin","Ciprofloxacin","reported","6102","2551","ndf-rt"
"Kaolin","Norfloxacin","reported","6102","7517","ndf-rt"
"Kaolin","Ofloxacin","reported","6102","7623","ndf-rt"
"Kaolin","Cefpodoxime Proxetil","reported","6102","47835","ndf-rt"
"Kaolin","Levofloxacin","reported","6102","82122","ndf-rt"
"Kaolin","Cefdinir","reported","6102","25037","ndf-rt"
"Kaolin","Moxifloxacin","reported","6102","139462","ndf-rt"
"Kaolin","Gemifloxacin","reported","6102","138099","ndf-rt"
"Kaolin","Levothyroxine","reported","6102","10582","ndf-rt"
"Kaolin","Liothyronine","reported","6102","10814","ndf-rt"
"Kaolin","Lanthanum","reported","6102","1311070","ndf-rt"
"Kaolin","Deferasirox","reported","6102","614373","ndf-rt"
"Kaolin","Eltrombopag","reported","6102","711942","ndf-rt"
"Pancreatin","Acarbose","moderate","7880","16681","ndf-rt+openfda"
"Pancreatin","Miglitol","severe","7880","30009","ndf-rt+openfda"
"Benzthiazide","Lysine","reported","19008","6536","ndf-rt"
"Benzthiazide","Digitalis","reported","19008","91235","ndf-rt"
"Benzthiazide","Sermorelin Acetate","reported","19008","58932","ndf-rt"
"Benzthiazide","Lithium","reported","19008","6448","ndf-rt"
"Benzthiazide","Naphazoline","reported","19008","7247","ndf-rt"
"Benzthiazide","Methylbenzethonium Chloride","reported","19008","29829","ndf-rt"
"Benzthiazide","Pegademase Bovine","reported","19008","59768","ndf-rt"
"Benzthiazide","Xylometazoline","reported","19008","39841","ndf-rt"
"Benzthiazide","Fluticasone","reported","19008","41126","ndf-rt"
"Benzthiazide","Dofetilide","reported","19008","49247","ndf-rt"
"Glycopyrrolate","Chymotrypsin","reported","4955","2530","ndf-rt"
"Glycopyrrolate","Diet Aid","reported","4955","216598","ndf-rt"
"Glycopyrrolate","Pramlintide","reported","4955","139953","ndf-rt"
"Belladonna Extract","Chymotrypsin","reported","89781","2530","ndf-rt"
"Belladonna Extract","Disulfiram","reported","89781","3554","ndf-rt"
"Belladonna Extract","Levamisole","reported","89781","6371","ndf-rt"
"Belladonna Extract","Cefotetan","reported","89781","2187","ndf-rt"
"Belladonna Extract","Methotrexate","reported","89781","6851","ndf-rt"
"Belladonna Extract","Acitretin","reported","89781","16818","ndf-rt"
"Belladonna Extract","Sodium Oxybate","reported","89781","9899","ndf-rt"
"Belladonna Extract","Tinidazole","reported","89781","10612","ndf-rt"
"Belladonna Extract","Diet Aid","reported","89781","216598","ndf-rt"
"Belladonna Extract","Pramlintide","reported","89781","139953","ndf-rt"
"Urea","Tobramycin","severe","11002","10627","ndf-rt+openfda"
"Urea","Coal Tar,Crude","reported","11002","2635","ndf-rt"
"Urea","Parachlorometoxylenol","reported","11002","20877","ndf-rt"
"Urea","Docusate","reported","11002","82003","ndf-rt"
"Oxymetholone","Warfarin","reported","7813","11289","ndf-rt"
"Flunisolide","Mifepristone","reported","25120","6964","ndf-rt"
"Flunisolide","Efalizumab","reported","25120","356988","ndf-rt"
"Flunisolide","Natalizumab","reported","25120","354770","ndf-rt"
"Flunisolide","Fingolimod","reported","25120","1012892","ndf-rt"
"Choline Salicylate","Phenprocoumon","reported","20974","8150","ndf-rt"
"Choline Salicylate","Factor Ix Complex,Human","reported","20974","221099","ndf-rt"
"Choline Salicylate","Heparin","reported","20974","5224","ndf-rt"
"Choline Salicylate","Dicumarol","reported","20974","1598","ndf-rt"
"Choline Salicylate","Anisindione","reported","20974","17941","ndf-rt"
"Choline Salicylate","Ketorolac Tromethamine","reported","20974","28200","ndf-rt"
"Choline Salicylate","Methotrexate","reported","20974","6851","ndf-rt"
"Choline Salicylate","Warfarin","reported","20974","11289","ndf-rt"
"Methyclothiazide","Lysine","reported","6860","6536","ndf-rt"
"Methyclothiazide","Digitalis","reported","6860","91235","ndf-rt"
"Methyclothiazide","Sermorelin Acetate","reported","6860","58932","ndf-rt"
"Methyclothiazide","Lithium","reported","6860","6448","ndf-rt"
"Methyclothiazide","Naphazoline","reported","6860","7247","ndf-rt"
"Methyclothiazide","Methylbenzethonium Chloride","reported","6860","29829","ndf-rt"
"Methyclothiazide","Pegademase Bovine","reported","6860","59768","ndf-rt"
"Methyclothiazide","Xylometazoline","reported","6860","39841","ndf-rt"
"Methyclothiazide","Fluticasone","reported","6860","41126","ndf-rt"
"Methyclothiazide","Dofetilide","reported","6860","49247","ndf-rt"
"Dyphylline","Adenosine Phosphate","reported","3714","309","ndf-rt"
"Dyphylline","Adenosine","reported","3714","296","ndf-rt"
"Dyphylline","Regadenoson","reported","3714","640062","ndf-rt"
"Chymotrypsin","Pseudoephedrine","reported","2530","8896","ndf-rt"
"Chymotrypsin","Tropicamide","reported","2530","10869","ndf-rt"
"Chymotrypsin","Hexocyclium Methylsulfate","reported","2530","235430","ndf-rt"
"Chymotrypsin","Oxybutynin Chloride","reported","2530","54251","ndf-rt"
"Chymotrypsin","Clidinium Bromide","reported","2530","48212","ndf-rt"
"Chymotrypsin","Ketoconazole","reported","2530","6135","ndf-rt"
"Chymotrypsin","Ephedrine","reported","2530","3966","ndf-rt"
"Chymotrypsin","Ciprofloxacin","reported","2530","2551","ndf-rt"
"Chymotrypsin","Lisinopril","reported","2530","29046","ndf-rt"
"Chymotrypsin","Enalaprilat","reported","2530","3829","ndf-rt"
"Chymotrypsin","Norfloxacin","reported","2530","7517","ndf-rt"
"Chymotrypsin","Ramipril","reported","2530","35296","ndf-rt"
"Chymotrypsin","Ofloxacin","reported","2530","7623","ndf-rt"
"Chymotrypsin","Atropine","reported","2530","1223","ndf-rt"
"Chymotrypsin","Amiloride","reported","2530","644","ndf-rt"
"Chymotrypsin","Anisotropine","reported","2530","89780","ndf-rt"
"Chymotrypsin","Benztropine","reported","2530","1424","ndf-rt"
"Chymotrypsin","Biperiden","reported","2530","1589","ndf-rt"
"Chymotrypsin","Ceftriaxone","reported","2530","2193","ndf-rt"
"Chymotrypsin","Demeclocycline","reported","2530","3154","ndf-rt"
"Chymotrypsin","Dicyclomine","reported","2530","3361","ndf-rt"
"Chymotrypsin","Enalapril","reported","2530","3827","ndf-rt"
"Chymotrypsin","Flavoxate","reported","2530","4440","ndf-rt"
"Chymotrypsin","Homatropine","reported","2530","27084","ndf-rt"
"Chymotrypsin","Mepenzolate","reported","2530","107770","ndf-rt"
"Chymotrypsin","Methantheline","reported","2530","6821","ndf-rt"
"Chymotrypsin","Methscopolamine","reported","2530","89785","ndf-rt"
"Chymotrypsin","Oxyphencyclimine","reported","2530","32698","ndf-rt"
"Chymotrypsin","Oxyphenonium","reported","2530","7818","ndf-rt"
"Chymotrypsin","Procyclidine","reported","2530","8718","ndf-rt"
"Chymotrypsin","Propantheline","reported","2530","8761","ndf-rt"
"Chymotrypsin","Tridihexethyl","reported","2530","38617","ndf-rt"
"Chymotrypsin","Trihexyphenidyl","reported","2530","10811","ndf-rt"
"Chymotrypsin","Enoxacin","reported","2530","3925","ndf-rt"
"Chymotrypsin","Fosinopril","reported","2530","50166","ndf-rt"
"Chymotrypsin","Lomefloxacin","reported","2530","28872","ndf-rt"
"Chymotrypsin","Quinapril","reported","2530","35208","ndf-rt"
"Chymotrypsin","Itraconazole","reported","2530","28031","ndf-rt"
"Chymotrypsin","Benazepril","reported","2530","18867","ndf-rt"
"Chymotrypsin","Losartan","reported","2530","52175","ndf-rt"
"Chymotrypsin","Trandolapril","reported","2530","38454","ndf-rt"
"Chymotrypsin","Valsartan","reported","2530","69749","ndf-rt"
"Chymotrypsin","Levofloxacin","reported","2530","82122","ndf-rt"
"Chymotrypsin","Irbesartan","reported","2530","83818","ndf-rt"
"Chymotrypsin","Telmisartan","reported","2530","73494","ndf-rt"
"Chymotrypsin","Candesartan","reported","2530","214354","ndf-rt"
"Chymotrypsin","Perindopril","reported","2530","54552","ndf-rt"
"Chymotrypsin","Moxifloxacin","reported","2530","139462","ndf-rt"
"Chymotrypsin","Gatifloxacin","reported","2530","228476","ndf-rt"
"Chymotrypsin","Eprosartan","reported","2530","83515","ndf-rt"
"Chymotrypsin","Eplerenone","reported","2530","298869","ndf-rt"
"Chymotrypsin","Trospium","reported","2530","236778","ndf-rt"
"Chymotrypsin","Levothyroxine","reported","2530","10582","ndf-rt"
"Chymotrypsin","Liothyronine","reported","2530","10814","ndf-rt"
"Chymotrypsin","Isopropamide","reported","2530","89784","ndf-rt"
"Chymotrypsin","Zalcitabine (Dideoxycytidine,Ddc)","reported","2530","3363","ndf-rt"
"Chymotrypsin","Moexipril","reported","2530","30131","ndf-rt"
"Chymotrypsin","Tolterodine","reported","2530","119565","ndf-rt"
"Chymotrypsin","Solifenacin","reported","2530","322167","ndf-rt"
"Chymotrypsin","Darifenacin","reported","2530","136198","ndf-rt"
"Chymotrypsin","Aliskiren","reported","2530","325646","ndf-rt"
"Chymotrypsin","Fesoterodine","reported","2530","797195","ndf-rt"
"Chymotrypsin","Eltrombopag","reported","2530","711942","ndf-rt"
"Chymotrypsin","Azilsartan","reported","2530","1091643","ndf-rt"
"Chymotrypsin","Rilpivirine","reported","2530","1102270","ndf-rt"
"Carisoprodol","Sodium Oxybate","reported","2101","9899","ndf-rt"
"Glycerol,Iodinated","Disulfiram","reported","27723","3554","ndf-rt"
"Glycerol,Iodinated","Levamisole","reported","27723","6371","ndf-rt"
"Glycerol,Iodinated","Cefotetan","reported","27723","2187","ndf-rt"
"Glycerol,Iodinated","Methotrexate","reported","27723","6851","ndf-rt"
"Glycerol,Iodinated","Acitretin","reported","27723","16818","ndf-rt"
"Glycerol,Iodinated","Sodium Oxybate","reported","27723","9899","ndf-rt"
"Glycerol,Iodinated","Tinidazole","reported","27723","10612","ndf-rt"
"Pentaerythritol Tetranitrate","Vardenafil","reported","7992","306674","ndf-rt"
"Pentaerythritol Tetranitrate","Sildenafil","reported","7992","136411","ndf-rt"
"Atenolol","Glipizide","reported","1202","4821","ndf-rt"
"Atenolol","Epinephryl Borate","reported","1202","24255","ndf-rt"
"Atenolol","Piroxicam","reported","1202","8356","ndf-rt"
"Atenolol","Disopyramide","moderate","1202","3541","ndf-rt+openfda"
"Atenolol","Quinidine","reported","1202","9068","ndf-rt"
"Atenolol","Verapamil","moderate","1202","11170","ndf-rt+openfda"
"Atenolol","Felodipine","reported","1202","4316","ndf-rt"
"Atenolol","Fenoldopam","reported","1202","24853","ndf-rt"
"Atenolol","Epinephrine,Racemic","reported","1202","66887","ndf-rt"
"Atenolol","Fingolimod","reported","1202","1012892","ndf-rt"
"Pentoxifylline","Cimetidine","severe","8013","2541","ndf-rt+openfda"
"Pentoxifylline","Adenosine Phosphate","reported","8013","309","ndf-rt"
"Pentoxifylline","Adenosine","reported","8013","296","ndf-rt"
"Pentoxifylline","Ketorolac Tromethamine","severe","8013","28200","ndf-rt+openfda"
"Pentoxifylline","Regadenoson","reported","8013","640062","ndf-rt"
"Streptokinase","Bivalirudin","reported","10106","60819","ndf-rt"
"Streptokinase","Rivaroxaban","reported","10106","1114195","ndf-rt"
"Pimozide","Lysine","reported","8331","6536","ndf-rt"
"Pimozide","Indapamide","reported","8331","5764","ndf-rt"
"Pimozide","Cyclosporine","reported","8331","3008","ndf-rt"
"Pimozide","Cimetidine","reported","8331","2541","ndf-rt"
"Pimozide","Pentamidine Isethionate","reported","8331","7995","ndf-rt"
"Pimozide","Droperidol","contraindicated","8331","3648","ndf-rt+onc"
"Pimozide","Ketoconazole","severe","8331","6135","ndf-rt+openfda"
"Pimozide","Ciprofloxacin","reported","8331","2551","ndf-rt"
"Pimozide","Clozapine","reported","8331","2626","ndf-rt"
"Pimozide","Fluconazole","moderate","8331","4450","ndf-rt+openfda"
"Pimozide","Propofol","reported","8331","8782","ndf-rt"
"Pimozide","Norfloxacin","reported","8331","7517","ndf-rt"
"Pimozide","Pergolide Mesylate","reported","8331","8048","ndf-rt"
"Pimozide","Isradipine","reported","8331","33910","ndf-rt"
"Pimozide","Ofloxacin","reported","8331","7623","ndf-rt"
"Pimozide","Amantadine","reported","8331","620","ndf-rt"
"Pimozide","Amiodarone","contraindicated","8331","703","ndf-rt+onc"
"Pimozide","Amitriptyline","reported","8331","704","ndf-rt"
"Pimozide","Apomorphine","reported","8331","1043","ndf-rt"
"Pimozide","Bepridil","contraindicated","8331","1436","ndf-rt+onc"
"Pimozide","Bromocriptine","moderate","8331","1760","ndf-rt+openfda"
"Pimozide","Bupropion","reported","8331","42347","ndf-rt"
"Pimozide","Cyclobenzaprine","reported","8331","21949","ndf-rt"
"Pimozide","Desipramine","reported","8331","3247","ndf-rt"
"Pimozide","Diltiazem","reported","8331","3443","ndf-rt"
"Pimozide","Disopyramide","contraindicated","8331","3541","ndf-rt+onc"
"Pimozide","Doxepin","reported","8331","3638","ndf-rt"
"Pimozide","Flecainide","contraindicated","8331","4441","ndf-rt+onc"
"Pimozide","Fluoxetine","severe","8331","4493","ndf-rt+openfda"
"Pimozide","Fluphenazine","reported","8331","4496","ndf-rt"
"Pimozide","Imipramine","reported","8331","5691","ndf-rt"
"Pimozide","Iothalamate","reported","8331","5970","ndf-rt"
"Pimozide","Leuprolide","reported","8331","42375","ndf-rt"
"Pimozide","Lithium","reported","8331","6448","ndf-rt"
"Pimozide","Methadone","contraindicated","8331","6813","ndf-rt+onc"
"Pimozide","Metoclopramide","reported","8331","6915","ndf-rt"
"Pimozide","Mexiletine","reported","8331","6926","ndf-rt"
"Pimozide","Nicardipine","reported","8331","7396","ndf-rt"
"Pimozide","Nortriptyline","reported","8331","7531","ndf-rt"
"Pimozide","Octreotide","reported","8331","7617","ndf-rt"
"Pimozide","Ondansetron","contraindicated","8331","26225","ndf-rt+onc"
"Pimozide","Procainamide","contraindicated","8331","8700","ndf-rt+onc"
"Pimozide","Promethazine","reported","8331","8745","ndf-rt"
"Pimozide","Propafenone","reported","8331","8754","ndf-rt"
"Pimozide","Protriptyline","reported","8331","8886","ndf-rt"
"Pimozide","Quinidine","contraindicated","8331","9068","ndf-rt+onc"
"Pimozide","Quinine","moderate","8331","9071","ndf-rt+openfda"
"Pimozide","Tamoxifen","reported","8331","10324","ndf-rt"
"Pimozide","Thioridazine","contraindicated","8331","10502","ndf-rt+onc"
"Pimozide","Trifluoperazine","reported","8331","10800","ndf-rt"
"Pimozide","Trimipramine","reported","8331","10834","ndf-rt"
"Pimozide","Verapamil","reported","8331","11170","ndf-rt"
"Pimozide","Azithromycin","contraindicated","8331","18631","ndf-rt+onc"
"Pimozide","Clarithromycin","contraindicated","8331","21212","ndf-rt+onc"
"Pimozide","Foscarnet","reported","8331","33562","ndf-rt"
"Pimozide","Sertraline","severe","8331","36437","ndf-rt+openfda"
"Pimozide","Itraconazole","reported","8331","28031","ndf-rt"
"Pimozide","Sotalol","contraindicated","8331","9947","ndf-rt+onc"
"Pimozide","Paroxetine","severe","8331","32937","ndf-rt+openfda"
"Pimozide","Cisapride","contraindicated","8331","35255","ndf-rt+onc"
"Pimozide","Felbamate","reported","8331","24812","ndf-rt"
"Pimozide","Risperidone","reported","8331","35636","ndf-rt"
"Pimozide","Tacrolimus","reported","8331","42316","ndf-rt"
"Pimozide","Nefazodone","severe","8331","31565","ndf-rt+openfda"
"Pimozide","Dirithromycin","severe","8331","23437","ndf-rt+openfda"
"Pimozide","Sevoflurane","contraindicated","8331","36453","ndf-rt+onc"
"Pimozide","Saquinavir","reported","8331","83395","ndf-rt"
"Pimozide","Ritonavir","severe","8331","85762","ndf-rt+openfda"
"Pimozide","Zafirlukast","reported","8331","114970","ndf-rt"
"Pimozide","Levofloxacin","reported","8331","82122","ndf-rt"
"Pimozide","Zileuton","severe","8331","40575","ndf-rt+openfda"
"Pimozide","Cabergoline","reported","8331","47579","ndf-rt"
"Pimozide","Tizanidine","reported","8331","57258","ndf-rt"
"Pimozide","Citalopram","contraindicated","8331","2556","ndf-rt+onc"
"Pimozide","Efavirenz","reported","8331","195085","ndf-rt"
"Pimozide","Cilostazol","reported","8331","21107","ndf-rt"
"Pimozide","Amprenavir","reported","8331","228656","ndf-rt"
"Pimozide","Entacapone","reported","8331","60307","ndf-rt"
"Pimozide","Moxifloxacin","contraindicated","8331","139462","ndf-rt+onc"
"Pimozide","Dofetilide","contraindicated","8331","49247","ndf-rt+onc"
"Pimozide","Mifepristone","severe","8331","6964","ndf-rt+openfda"
"Pimozide","Ziprasidone","reported","8331","115698","ndf-rt"
"Pimozide","Imatinib","moderate","8331","282388","ndf-rt+openfda"
"Pimozide","Formoterol","reported","8331","25255","ndf-rt"
"Pimozide","Voriconazole","severe","8331","121243","ndf-rt+openfda"
"Pimozide","Gemifloxacin","reported","8331","138099","ndf-rt"
"Pimozide","Aprepitant","severe","8331","358255","ndf-rt+openfda"
"Pimozide","Alfuzosin","reported","8331","17300","ndf-rt"
"Pimozide","Vardenafil","reported","8331","306674","ndf-rt"
"Pimozide","Fosamprenavir","reported","8331","358262","ndf-rt"
"Pimozide","Telithromycin","reported","8331","274786","ndf-rt"
"Pimozide","Troleandomycin","severe","8331","10864","ndf-rt+openfda"
"Pimozide","Venlafaxine","reported","8331","39786","ndf-rt"
"Pimozide","Granisetron","reported","8331","26237","ndf-rt"
"Pimozide","Salmeterol","reported","8331","36117","ndf-rt"
"Pimozide","Fluvoxamine","moderate","8331","42355","ndf-rt+openfda"
"Pimozide","Moexipril","reported","8331","30131","ndf-rt"
"Pimozide","Ibutilide","contraindicated","8331","41289","ndf-rt+onc"
"Pimozide","Indinavir","severe","8331","114289","ndf-rt+openfda"
"Pimozide","Fosphenytoin","reported","8331","72236","ndf-rt"
"Pimozide","Donepezil","reported","8331","135447","ndf-rt"
"Pimozide","Nelfinavir","severe","8331","134527","ndf-rt+openfda"
"Pimozide","Delavirdine","reported","8331","83816","ndf-rt"
"Pimozide","Pramipexole","reported","8331","746741","ndf-rt"
"Pimozide","Anagrelide","contraindicated","8331","596724","ndf-rt+onc"
"Pimozide","Quetiapine","reported","8331","51272","ndf-rt"
"Pimozide","Ropinirole","reported","8331","72302","ndf-rt"
"Pimozide","Dolasetron","reported","8331","68091","ndf-rt"
"Pimozide","Toremifene","reported","8331","38409","ndf-rt"
"Pimozide","Escitalopram","contraindicated","8331","321988","ndf-rt+onc"
"Pimozide","Atomoxetine","reported","8331","38400","ndf-rt"
"Pimozide","Atazanavir","severe","8331","343047","ndf-rt+openfda"
"Pimozide","Tipranavir","reported","8331","190548","ndf-rt"
"Pimozide","Clozapine (Fazaclo)","reported","8331","542974","ndf-rt"
"Pimozide","Sorafenib","reported","8331","495881","ndf-rt"
"Pimozide","Ranolazine","reported","8331","35829","ndf-rt"
"Pimozide","Sunitinib","reported","8331","357977","ndf-rt"
"Pimozide","Rotigotine","reported","8331","616739","ndf-rt"
"Pimozide","Darunavir","severe","8331","460132","ndf-rt+openfda"
"Pimozide","Posaconazole","severe","8331","282446","ndf-rt+openfda"
"Pimozide","Paliperidone","reported","8331","679314","ndf-rt"
"Pimozide","Lapatinib","reported","8331","480167","ndf-rt"
"Pimozide","Arformoterol","reported","8331","304962","ndf-rt"
"Pimozide","Nilotinib","reported","8331","662281","ndf-rt"
"Pimozide","Tetrabenazine","reported","8331","10390","ndf-rt"
"Pimozide","Degarelix","reported","8331","475230","ndf-rt"
"Pimozide","Dronedarone","contraindicated","8331","233698","ndf-rt+onc"
"Pimozide","Asenapine","reported","8331","784649","ndf-rt"
"Pimozide","Romidepsin","reported","8331","877510","ndf-rt"
"Pimozide","Pazopanib","reported","8331","714438","ndf-rt"
"Pimozide","Telavancin","reported","8331","473837","ndf-rt"
"Pimozide","Eribulin","reported","8331","1045453","ndf-rt"
"Pimozide","Vandetanib","contraindicated","8331","1098413","ndf-rt+onc"
"Pimozide","Boceprevir","reported","8331","1102129","ndf-rt"
"Pimozide","Telaprevir","reported","8331","1102261","ndf-rt"
"Pimozide","Rilpivirine","reported","8331","1102270","ndf-rt"
"Pimozide","Ezogabine","reported","8331","1112990","ndf-rt"
"Pimozide","Vemurafenib","reported","8331","1147220","ndf-rt"
"Pimozide","Crizotinib","reported","8331","1148495","ndf-rt"
"Suprofen","Lysine","reported","10255","6536","ndf-rt"
"Suprofen","Ketorolac Tromethamine","reported","10255","28200","ndf-rt"
"Suprofen","Sermorelin Acetate","reported","10255","58932","ndf-rt"
"Suprofen","Lithium","reported","10255","6448","ndf-rt"
"Suprofen","Naphazoline","reported","10255","7247","ndf-rt"
"Suprofen","Methylbenzethonium Chloride","reported","10255","29829","ndf-rt"
"Suprofen","Pegademase Bovine","reported","10255","59768","ndf-rt"
"Suprofen","Xylometazoline","reported","10255","39841","ndf-rt"
"Suprofen","Fluticasone","reported","10255","41126","ndf-rt"
"Suprofen","Foscarnet","reported","10255","33562","ndf-rt"
"Suprofen","Cidofovir","reported","10255","83171","ndf-rt"
"Suprofen","Tenofovir","reported","10255","117466","ndf-rt"
"Suprofen","Rivaroxaban","reported","10255","1114195","ndf-rt"
"Clofibrate","Phenprocoumon","reported","2594","8150","ndf-rt"
"Clofibrate","Dicumarol","reported","2594","1598","ndf-rt"
"Clofibrate","Anisindione","reported","2594","17941","ndf-rt"
