"name_a","name_b","severity","rxcui_a","rxcui_b","sources"
"Amiodarone","Tipranavir","reported","703","190548","ndf-rt"
"Amiodarone","Clozapine (Fazaclo)","reported","703","542974","ndf-rt"
"Amiodarone","Sorafenib","reported","703","495881","ndf-rt"
"Amiodarone","Ranolazine","reported","703","35829","ndf-rt"
"Amiodarone","Domperidone","contraindicated","703","3626","ndf-rt+onc"
"Amiodarone","Darunavir","severe","703","460132","ndf-rt+openfda"
"Amiodarone","Dasatinib","reported","703","475342","ndf-rt"
"Amiodarone","Posaconazole","reported","703","282446","ndf-rt"
"Amiodarone","Paliperidone","reported","703","679314","ndf-rt"
"Amiodarone","Lapatinib","reported","703","480167","ndf-rt"
"Amiodarone","Arformoterol","reported","703","304962","ndf-rt"
"Amiodarone","Nilotinib","reported","703","662281","ndf-rt"
"Amiodarone","Tetrabenazine","reported","703","10390","ndf-rt"
"Amiodarone","Degarelix","reported","703","475230","ndf-rt"
"Amiodarone","Iloperidone","reported","703","73178","ndf-rt"
"Amiodarone","Dronedarone","contraindicated","703","233698","ndf-rt+onc"
"Amiodarone","Asenapine","reported","703","784649","ndf-rt"
"Amiodarone","Romidepsin","reported","703","877510","ndf-rt"
"Amiodarone","Pazopanib","reported","703","714438","ndf-rt"
"Amiodarone","Telavancin","reported","703","473837","ndf-rt"
"Amiodarone","Fingolimod","reported","703","1012892","ndf-rt"
"Amiodarone","Eribulin","reported","703","1045453","ndf-rt"
"Amiodarone","Vandetanib","contraindicated","703","1098413","ndf-rt+onc"
"Amiodarone","Rilpivirine","reported","703","1102270","ndf-rt"
"Amiodarone","Ezogabine","reported","703","1112990","ndf-rt"
"Amiodarone","Vemurafenib","reported","703","1147220","ndf-rt"
"Amiodarone","Crizotinib","reported","703","1148495","ndf-rt"
"Amitriptyline","Amphetamine","reported","704","725","ndf-rt"
"Amitriptyline","Benzphetamine","reported","704","1422","ndf-rt"
"Amitriptyline","Diethylpropion","reported","704","3389","ndf-rt"
"Amitriptyline","Disopyramide","reported","704","3541","ndf-rt"
"Amitriptyline","Dobutamine","reported","704","3616","ndf-rt"
"Amitriptyline","Dopamine","moderate","704","3628","ndf-rt+openfda"
"Amitriptyline","Fluoxetine","moderate","704","4493","ndf-rt+openfda"
"Amitriptyline","Isoproterenol","reported","704","6054","ndf-rt"
"Amitriptyline","Metaproterenol","reported","704","7688","ndf-rt"
"Amitriptyline","Methamphetamine","reported","704","6816","ndf-rt"
"Amitriptyline","Methylphenidate","reported","704","6901","ndf-rt"
"Amitriptyline","Naphazoline","reported","704","7247","ndf-rt"
"Amitriptyline","Norepinephrine","moderate","704","7512","ndf-rt+openfda"
"Amitriptyline","Pargyline","reported","704","7930","ndf-rt"
"Amitriptyline","Phendimetrazine","reported","704","33272","ndf-rt"
"Amitriptyline","Phentermine","moderate","704","8152","ndf-rt+openfda"
"Amitriptyline","Procarbazine","contraindicated","704","8702","ndf-rt+onc"
"Amitriptyline","Quinidine","reported","704","9068","ndf-rt"
"Amitriptyline","Selegiline","contraindicated","704","9639","ndf-rt+onc"
"Amitriptyline","Terbutaline","reported","704","10368","ndf-rt"
"Amitriptyline","Thioridazine","reported","704","10502","ndf-rt"
"Amitriptyline","Tranylcypromine","contraindicated","704","10734","ndf-rt+onc"
"Amitriptyline","Dextroamphetamine","reported","704","3288","ndf-rt"
"Amitriptyline","Sertraline","moderate","704","36437","ndf-rt+openfda"
"Amitriptyline","Itraconazole","reported","704","28031","ndf-rt"
"Amitriptyline","Rifabutin","reported","704","55672","ndf-rt"
"Amitriptyline","Paroxetine","moderate","704","32937","ndf-rt+openfda"
"Amitriptyline","Cisapride","severe","704","35255","ndf-rt+openfda"
"Amitriptyline","Rifapentine","moderate","704","35617","ndf-rt+openfda"
"Amitriptyline","Citalopram","reported","704","2556","ndf-rt"
"Amitriptyline","Linezolid","reported","704","190376","ndf-rt"
"Amitriptyline","Ziprasidone","reported","704","115698","ndf-rt"
"Amitriptyline","Dexmethylphenidate","reported","704","352372","ndf-rt"
"Amitriptyline","Sodium Oxybate","reported","704","9899","ndf-rt"
"Amitriptyline","Duloxetine","moderate","704","72625","ndf-rt+openfda"
"Amitriptyline","P-V Tussin","reported","704","219013","ndf-rt"
"Amitriptyline","Yohimbine","reported","704","220982","ndf-rt"
"Amitriptyline","Tetrahydrozoline","reported","704","37935","ndf-rt"
"Amitriptyline","M-End","reported","704","218126","ndf-rt"
"Amitriptyline","Epinephrine,Racemic","reported","704","66887","ndf-rt"
"Amitriptyline","Fluvoxamine","severe","704","42355","ndf-rt+openfda"
"Amitriptyline","Tramadol","moderate","704","10689","ndf-rt+openfda"
"Amitriptyline","Midodrine","reported","704","6963","ndf-rt"
"Amitriptyline","Toremifene","reported","704","38409","ndf-rt"
"Amitriptyline","St. John's Wort","reported","704","258326","ndf-rt"
"Amitriptyline","Escitalopram","reported","704","321988","ndf-rt"
"Amitriptyline","Milnacipran","reported","704","588250","ndf-rt"
"Amitriptyline","Rasagiline","reported","704","134748","ndf-rt"
"Amitriptyline","Lisdexamfetamine","reported","704","700810","ndf-rt"
"Amitriptyline","Dronedarone","reported","704","233698","ndf-rt"
"Amitriptyline","Tapentadol","reported","704","787390","ndf-rt"
"Amphetamine","Clomipramine","reported","725","2597","ndf-rt"
"Amphetamine","Cyclobenzaprine","reported","725","21949","ndf-rt"
"Amphetamine","Desipramine","moderate","725","3247","ndf-rt+openfda"
"Amphetamine","Doxepin","reported","725","3638","ndf-rt"
"Amphetamine","Imipramine","reported","725","5691","ndf-rt"
"Amphetamine","Maprotiline","reported","725","6646","ndf-rt"
"Amphetamine","Nortriptyline","reported","725","7531","ndf-rt"
"Amphetamine","Pargyline","reported","725","7930","ndf-rt"
"Amphetamine","Procarbazine","contraindicated","725","8702","ndf-rt+onc"
"Amphetamine","Protriptyline","moderate","725","8886","ndf-rt+openfda"
"Amphetamine","Selegiline","contraindicated","725","9639","ndf-rt+onc"
"Amphetamine","Tranylcypromine","contraindicated","725","10734","ndf-rt+onc"
"Amphetamine","Trimipramine","reported","725","10834","ndf-rt"
"Amphetamine","Desflurane","reported","725","27340","ndf-rt"
"Amphetamine","Sevoflurane","reported","725","36453","ndf-rt"
"Amphetamine","Linezolid","moderate","725","190376","ndf-rt+openfda"
"Amphetamine","Rasagiline","reported","725","134748","ndf-rt"
"Anisotropine","Diet Aid","reported","89780","216598","ndf-rt"
"Apomorphine","Bepridil","reported","1043","1436","ndf-rt"
"Apomorphine","Disopyramide","reported","1043","3541","ndf-rt"
"Apomorphine","Fluphenazine","reported","1043","4496","ndf-rt"
"Apomorphine","Loxapine","reported","1043","6475","ndf-rt"
"Apomorphine","Ondansetron","severe","1043","26225","ndf-rt+openfda"
"Apomorphine","Promethazine","reported","1043","8745","ndf-rt"
"Apomorphine","Quinine","reported","1043","9071","ndf-rt"
"Apomorphine","Thioridazine","reported","1043","10502","ndf-rt"
"Apomorphine","Thiothixene","reported","1043","10510","ndf-rt"
"Apomorphine","Trifluoperazine","reported","1043","10800","ndf-rt"
"Apomorphine","Saquinavir","reported","1043","83395","ndf-rt"
"Apomorphine","Olanzapine","reported","1043","61381","ndf-rt"
"Apomorphine","Citalopram","reported","1043","2556","ndf-rt"
"Apomorphine","Alosetron","severe","1043","85248","ndf-rt+openfda"
"Apomorphine","Ziprasidone","reported","1043","115698","ndf-rt"
"Apomorphine","Palonosetron","severe","1043","70561","ndf-rt+openfda"
"Apomorphine","Granisetron","severe","1043","26237","ndf-rt+openfda"
"Apomorphine","Anagrelide","reported","1043","596724","ndf-rt"
"Apomorphine","Dolasetron","severe","1043","68091","ndf-rt+openfda"
"Apomorphine","Toremifene","reported","1043","38409","ndf-rt"
"Apomorphine","Paliperidone","reported","1043","679314","ndf-rt"
"Apomorphine","Nilotinib","reported","1043","662281","ndf-rt"
"Apomorphine","Tetrabenazine","reported","1043","10390","ndf-rt"
"Apomorphine","Iloperidone","reported","1043","73178","ndf-rt"
"Apomorphine","Dronedarone","reported","1043","233698","ndf-rt"
"Apomorphine","Asenapine","reported","1043","784649","ndf-rt"
"Apomorphine","Vandetanib","reported","1043","1098413","ndf-rt"
"Atracurium","Colistin","reported","1218","2709","ndf-rt"
"Atracurium","Demeclocycline","reported","1218","3154","ndf-rt"
"Atracurium","Gentamicin Sulfate","reported","1218","142438","ndf-rt"
"Atracurium","Kanamycin","reported","1218","6099","ndf-rt"
"Atracurium","Minocycline","reported","1218","6980","ndf-rt"
"Atracurium","Netilmicin","reported","1218","7337","ndf-rt"
"Atracurium","Paromomycin","reported","1218","7934","ndf-rt"
"Atracurium","Quinidine","moderate","1218","9068","ndf-rt+openfda"
"Atracurium","Quinine","reported","1218","9071","ndf-rt"
"Atracurium","Streptomycin","reported","1218","10109","ndf-rt"
"Atracurium","Verapamil","reported","1218","11170","ndf-rt"
"Atracurium","Desflurane","reported","1218","27340","ndf-rt"
"Atracurium","Sevoflurane","moderate","1218","36453","ndf-rt+openfda"
"Atracurium","Varicella","reported","1218","11131","ndf-rt"
"Atracurium","Tigecycline","reported","1218","384455","ndf-rt"
"Azlocillin","Methotrexate","reported","1266","6851","ndf-rt"
"Bacampicillin","Methotrexate","reported","18687","6851","ndf-rt"
"Benzphetamine","Clomipramine","reported","1422","2597","ndf-rt"
"Benzphetamine","Cyclobenzaprine","reported","1422","21949","ndf-rt"
"Benzphetamine","Desipramine","reported","1422","3247","ndf-rt"
"Benzphetamine","Doxepin","reported","1422","3638","ndf-rt"
"Benzphetamine","Imipramine","reported","1422","5691","ndf-rt"
"Benzphetamine","Maprotiline","reported","1422","6646","ndf-rt"
"Benzphetamine","Nortriptyline","reported","1422","7531","ndf-rt"
"Benzphetamine","Pargyline","reported","1422","7930","ndf-rt"
"Benzphetamine","Procarbazine","contraindicated","1422","8702","ndf-rt+onc"
"Benzphetamine","Protriptyline","reported","1422","8886","ndf-rt"
"Benzphetamine","Selegiline","contraindicated","1422","9639","ndf-rt+onc"
"Benzphetamine","Tranylcypromine","contraindicated","1422","10734","ndf-rt+onc"
"Benzphetamine","Trimipramine","reported","1422","10834","ndf-rt"
"Benzphetamine","Desflurane","reported","1422","27340","ndf-rt"
"Benzphetamine","Sevoflurane","reported","1422","36453","ndf-rt"
"Benzphetamine","Linezolid","reported","1422","190376","ndf-rt"
"Benzphetamine","Rasagiline","reported","1422","134748","ndf-rt"
"Benztropine","Diet Aid","reported","1424","216598","ndf-rt"
"Benztropine","Pramlintide","reported","1424","139953","ndf-rt"
"Bepridil","Chloroquine","contraindicated","1436","2393","ndf-rt+onc"
"Bepridil","Clomipramine","reported","1436","2597","ndf-rt"
"Bepridil","Desipramine","reported","1436","3247","ndf-rt"
"Bepridil","Disopyramide","contraindicated","1436","3541","ndf-rt+onc"
"Bepridil","Imipramine","reported","1436","5691","ndf-rt"
"Bepridil","Leuprolide","reported","1436","42375","ndf-rt"
"Bepridil","Lithium","reported","1436","6448","ndf-rt"
"Bepridil","Methadone","contraindicated","1436","6813","ndf-rt+onc"
"Bepridil","Nortriptyline","reported","1436","7531","ndf-rt"
"Bepridil","Procainamide","contraindicated","1436","8700","ndf-rt+onc"
"Bepridil","Propafenone","reported","1436","8754","ndf-rt"
"Bepridil","Quinidine","contraindicated","1436","9068","ndf-rt+onc"
"Bepridil","Quinine","reported","1436","9071","ndf-rt"
"Bepridil","Thioridazine","contraindicated","1436","10502","ndf-rt+onc"
"Bepridil","Trimipramine","reported","1436","10834","ndf-rt"
"Bepridil","Azithromycin","contraindicated","1436","18631","ndf-rt+onc"
"Bepridil","Clarithromycin","contraindicated","1436","21212","ndf-rt+onc"
"Bepridil","Sertraline","reported","1436","36437","ndf-rt"
"Bepridil","Sotalol","contraindicated","1436","9947","ndf-rt+onc"
"Bepridil","Cisapride","contraindicated","1436","35255","ndf-rt+onc"
"Bepridil","Levomethadyl","reported","1436","237005","ndf-rt"
"Bepridil","Sevoflurane","contraindicated","1436","36453","ndf-rt+onc"
"Bepridil","Ritonavir","severe","1436","85762","ndf-rt+openfda"
"Bepridil","Levofloxacin","reported","1436","82122","ndf-rt"
"Bepridil","Citalopram","contraindicated","1436","2556","ndf-rt+onc"
"Bepridil","Cilostazol","reported","1436","21107","ndf-rt"
"Bepridil","Amprenavir","reported","1436","228656","ndf-rt"
"Bepridil","Dofetilide","contraindicated","1436","49247","ndf-rt+onc"
"Bepridil","Alfuzosin","reported","1436","17300","ndf-rt"
"Bepridil","Abarelix","reported","1436","301739","ndf-rt"
"Bepridil","Fosamprenavir","reported","1436","358262","ndf-rt"
"Bepridil","Ibutilide","contraindicated","1436","41289","ndf-rt+onc"
"Bepridil","Donepezil","reported","1436","135447","ndf-rt"
"Bepridil","Anagrelide","contraindicated","1436","596724","ndf-rt+onc"
"Bepridil","Toremifene","reported","1436","38409","ndf-rt"
"Bepridil","Escitalopram","contraindicated","1436","321988","ndf-rt+onc"
"Bepridil","Atomoxetine","reported","1436","38400","ndf-rt"
"Bepridil","Sorafenib","reported","1436","495881","ndf-rt"
"Bepridil","Domperidone","contraindicated","1436","3626","ndf-rt+onc"
"Bepridil","Dasatinib","reported","1436","475342","ndf-rt"
"Bepridil","Paliperidone","reported","1436","679314","ndf-rt"
"Bepridil","Lapatinib","reported","1436","480167","ndf-rt"
"Bepridil","Nilotinib","reported","1436","662281","ndf-rt"
"Bepridil","Degarelix","reported","1436","475230","ndf-rt"
"Bepridil","Iloperidone","reported","1436","73178","ndf-rt"
"Bepridil","Vandetanib","contraindicated","1436","1098413","ndf-rt+onc"
"Bepridil","Crizotinib","reported","1436","1148495","ndf-rt"
"Betaxolol","Disopyramide","reported","1520","3541","ndf-rt"
"Betaxolol","Verapamil","reported","1520","11170","ndf-rt"
"Betaxolol","Felodipine","reported","1520","4316","ndf-rt"
"Betaxolol","Fenoldopam","reported","1520","24853","ndf-rt"
"Betaxolol","Epinephrine,Racemic","reported","1520","66887","ndf-rt"
"Betaxolol","Fingolimod","reported","1520","1012892","ndf-rt"
"Biperiden","Diet Aid","reported","1589","216598","ndf-rt"
"Bleomycin","Bacillus Calmette-Guerin,Montreal Vaccine","reported","1622","314513","ndf-rt"
"Bleomycin","Efalizumab","reported","1622","356988","ndf-rt"
"Bleomycin","Natalizumab","reported","1622","354770","ndf-rt"
"Bleomycin","Varicella","reported","1622","11131","ndf-rt"
"Bleomycin","Fingolimod","reported","1622","1012892","ndf-rt"
"Bretylium","Buprenorphine","reported","19685","1819","ndf-rt"
"Bretylium","Disopyramide","reported","19685","3541","ndf-rt"
"Bretylium","Azithromycin","reported","19685","18631","ndf-rt"
"Bretylium","Clarithromycin","reported","19685","21212","ndf-rt"
"Bretylium","Lomefloxacin","reported","19685","28872","ndf-rt"
"Bretylium","Cisapride","reported","19685","35255","ndf-rt"
"Bretylium","Levofloxacin","reported","19685","82122","ndf-rt"
"Bretylium","Moxifloxacin","reported","19685","139462","ndf-rt"
"Bretylium","Gatifloxacin","reported","19685","228476","ndf-rt"
"Bretylium","Dofetilide","reported","19685","49247","ndf-rt"
"Bretylium","Gemifloxacin","reported","19685","138099","ndf-rt"
"Bretylium","Vardenafil","reported","19685","306674","ndf-rt"
"Bretylium","Ibutilide","reported","19685","41289","ndf-rt"
"Bromocriptine","Dopamine","moderate","1760","3628","ndf-rt+openfda"
"Bromocriptine","Fluphenazine","reported","1760","4496","ndf-rt"
"Bromocriptine","Loxapine","reported","1760","6475","ndf-rt"
"Bromocriptine","Phenylpropanolamine","reported","1760","8175","ndf-rt"
"Bromocriptine","Promethazine","reported","1760","8745","ndf-rt"
"Bromocriptine","Thioridazine","reported","1760","10502","ndf-rt"
"Bromocriptine","Thiothixene","reported","1760","10510","ndf-rt"
"Bromocriptine","Trifluoperazine","reported","1760","10800","ndf-rt"
"Bromocriptine","Clarithromycin","moderate","1760","21212","ndf-rt+openfda"
"Bromocriptine","Isosorbide Mononitrate","reported","1760","28004","ndf-rt"
"Bromocriptine","Itraconazole","reported","1760","28031","ndf-rt"
"Bromocriptine","Nefazodone","reported","1760","31565","ndf-rt"
"Bromocriptine","Saquinavir","reported","1760","83395","ndf-rt"
"Bromocriptine","Ritonavir","reported","1760","85762","ndf-rt"
"Bromocriptine","Olanzapine","reported","1760","61381","ndf-rt"
"Bromocriptine","Sumatriptan","severe","1760","37418","ndf-rt+openfda"
"Bromocriptine","Zolmitriptan","reported","1760","135775","ndf-rt"
"Bromocriptine","Rizatriptan","reported","1760","88014","ndf-rt"
"Bromocriptine","Almotriptan","reported","1760","279645","ndf-rt"
"Bromocriptine","Frovatriptan","reported","1760","228783","ndf-rt"
"Bromocriptine","Voriconazole","reported","1760","121243","ndf-rt"
"Bromocriptine","Eletriptan","reported","1760","231049","ndf-rt"
"Bromocriptine","Fosamprenavir","reported","1760","358262","ndf-rt"
"Bromocriptine","Telithromycin","reported","1760","274786","ndf-rt"
"Bromocriptine","Indinavir","reported","1760","114289","ndf-rt"
"Bromocriptine","Nelfinavir","reported","1760","134527","ndf-rt"
"Bromocriptine","Delavirdine","reported","1760","83816","ndf-rt"
"Bromocriptine","Mibefradil","reported","1760","83213","ndf-rt"
"Bromocriptine","Naratriptan","reported","1760","141366","ndf-rt"
"Bromocriptine","Atazanavir","reported","1760","343047","ndf-rt"
"Bromocriptine","Tipranavir","reported","1760","190548","ndf-rt"
"Bromocriptine","Conivaptan","reported","1760","302285","ndf-rt"
"Bromocriptine","Darunavir","reported","1760","460132","ndf-rt"
"Bromocriptine","Posaconazole","reported","1760","282446","ndf-rt"
"Bromocriptine","Boceprevir","reported","1760","1102129","ndf-rt"
"Bromocriptine","Telaprevir","reported","1760","1102261","ndf-rt"
"Bupivacaine","Procarbazine","reported","1815","8702","ndf-rt"
"Bupivacaine","Propranolol","reported","1815","8787","ndf-rt"
"Bupivacaine","Tranylcypromine","reported","1815","10734","ndf-rt"
"Bupivacaine","Linezolid","reported","1815","190376","ndf-rt"
"Buprenorphine","Butorphanol","moderate","1819","1841","ndf-rt+openfda"
"Buprenorphine","Disopyramide","reported","1819","3541","ndf-rt"
"Buprenorphine","Hydromorphone","moderate","1819","3423","ndf-rt+openfda"
"Buprenorphine","Levorphanol","moderate","1819","6378","ndf-rt+openfda"
"Buprenorphine","Meperidine","moderate","1819","6754","ndf-rt+openfda"
"Buprenorphine","Methadone","moderate","1819","6813","ndf-rt+openfda"
"Buprenorphine","Midazolam","reported","1819","6960","ndf-rt"
"Buprenorphine","Moricizine","reported","1819","40169","ndf-rt"
"Buprenorphine","Nalbuphine","moderate","1819","7238","ndf-rt+openfda"
"Buprenorphine","Naltrexone","severe","1819","7243","ndf-rt+openfda"
"Buprenorphine","Oxycodone","moderate","1819","7804","ndf-rt+openfda"
"Buprenorphine","Oxymorphone","moderate","1819","7814","ndf-rt+openfda"
"Buprenorphine","Procainamide","reported","1819","8700","ndf-rt"
"Buprenorphine","Quinidine","reported","1819","9068","ndf-rt"
"Buprenorphine","Sufentanil","moderate","1819","56795","ndf-rt+openfda"
"Buprenorphine","Sotalol","reported","1819","9947","ndf-rt"
"Buprenorphine","Ritonavir","moderate","1819","85762","ndf-rt+openfda"
"Buprenorphine","Dofetilide","reported","1819","49247","ndf-rt"
"Buprenorphine","Sodium Oxybate","reported","1819","9899","ndf-rt"
"Buprenorphine","P-V Tussin","reported","1819","219013","ndf-rt"
"Buprenorphine","M-End","reported","1819","218126","ndf-rt"
"Buprenorphine","Tramadol","moderate","1819","10689","ndf-rt+openfda"
"Buprenorphine","Ibutilide","reported","1819","41289","ndf-rt"
"Buprenorphine","Fosphenytoin","reported","1819","72236","ndf-rt"
"Buprenorphine","Remifentanil","moderate","1819","73032","ndf-rt+openfda"
"Buprenorphine","St. John's Wort","reported","1819","258326","ndf-rt"
"Buprenorphine","Tapentadol","moderate","1819","787390","ndf-rt+openfda"
"Buprenorphine","Boceprevir","reported","1819","1102129","ndf-rt"
"Buprenorphine","Telaprevir","reported","1819","1102261","ndf-rt"
"Bupropion","Selegiline","reported","42347","9639","ndf-rt"
"Bupropion","Tamoxifen","reported","42347","10324","ndf-rt"
"Bupropion","Tranylcypromine","severe","42347","10734","ndf-rt+openfda"
"Bupropion","Risperidone","reported","42347","35636","ndf-rt"
"Bupropion","Ritonavir","moderate","42347","85762","ndf-rt+openfda"
"Bupropion","Linezolid","severe","42347","190376","ndf-rt+openfda"
"Bupropion","Atomoxetine","reported","42347","38400","ndf-rt"
"Bupropion","Rasagiline","reported","42347","134748","ndf-rt"
"Buspirone","Diltiazem","moderate","1827","3443","ndf-rt+openfda"
"Buspirone","Procarbazine","reported","1827","8702","ndf-rt"
"Buspirone","Selegiline","moderate","1827","9639","ndf-rt+openfda"
"Buspirone","Tranylcypromine","severe","1827","10734","ndf-rt+openfda"
"Buspirone","Verapamil","moderate","1827","11170","ndf-rt+openfda"
"Buspirone","Itraconazole","moderate","1827","28031","ndf-rt+openfda"
"Buspirone","Rifabutin","reported","1827","55672","ndf-rt"
"Buspirone","Nefazodone","reported","1827","31565","ndf-rt"
"Buspirone","Rifapentine","reported","1827","35617","ndf-rt"
"Buspirone","Linezolid","severe","1827","190376","ndf-rt+openfda"
"Buspirone","Grapefruit Extract","reported","1827","124323","ndf-rt"
"Buspirone","Diet Aid","reported","1827","216598","ndf-rt"
"Buspirone","Rasagiline","reported","1827","134748","ndf-rt"
"Butabarbital","Warfarin","reported","477631","11289","ndf-rt"
"Butabarbital","Risperidone","reported","477631","35636","ndf-rt"
"Butabarbital","Tacrolimus","reported","477631","42316","ndf-rt"
"Butabarbital","Sirolimus","reported","477631","35302","ndf-rt"
"Butabarbital","Etonogestrel","reported","477631","14584","ndf-rt"
"Butabarbital","Sodium Oxybate","reported","477631","9899","ndf-rt"
"Butabarbital","Aripiprazole","reported","477631","89013","ndf-rt"
"Butabarbital","Estrone","reported","477631","4103","ndf-rt"
"Butabarbital","Quetiapine","reported","477631","51272","ndf-rt"
"Butabarbital","Paliperidone","reported","477631","679314","ndf-rt"
"Butabarbital","Temsirolimus","reported","477631","657797","ndf-rt"
"Butabarbital","Everolimus","reported","477631","141704","ndf-rt"
"Butabarbital","Tolvaptan","reported","477631","358257","ndf-rt"
"Butabarbital","Ulipristal","reported","477631","1005921","ndf-rt"
"Butorphanol","Hydromorphone","moderate","1841","3423","ndf-rt+openfda"
"Butorphanol","Methadone","moderate","1841","6813","ndf-rt+openfda"
"Butorphanol","Naltrexone","reported","1841","7243","ndf-rt"
"Butorphanol","Oxycodone","reported","1841","7804","ndf-rt"
"Butorphanol","Oxymorphone","moderate","1841","7814","ndf-rt+openfda"
"Butorphanol","Selegiline","reported","1841","9639","ndf-rt"
"Butorphanol","Tranylcypromine","reported","1841","10734","ndf-rt"
"Butorphanol","Linezolid","moderate","1841","190376","ndf-rt+openfda"
"Butorphanol","Sodium Oxybate","reported","1841","9899","ndf-rt"
"Butorphanol","Rasagiline","reported","1841","134748","ndf-rt"
"Capreomycin","Foscarnet","reported","78903","33562","ndf-rt"
"Capreomycin","Cidofovir","reported","78903","83171","ndf-rt"
"Carbenicillin","Demeclocycline","reported","2015","3154","ndf-rt"
"Carbenicillin","Gentamicin Sulfate","moderate","2015","142438","ndf-rt+openfda"
"Carbenicillin","Methotrexate","reported","2015","6851","ndf-rt"
"Carbenicillin","Minocycline","reported","2015","6980","ndf-rt"
"Carbenicillin","Netilmicin","reported","2015","7337","ndf-rt"
"Cefotetan","Clemastine","reported","2187","2578","ndf-rt"
"Cefotetan","Diphenhydramine","reported","2187","3498","ndf-rt"
"Cefotetan","Docusate","reported","2187","82003","ndf-rt"
"Cefotetan","Loperamide","reported","2187","6468","ndf-rt"
"Cefotetan","Nortriptyline","reported","2187","7531","ndf-rt"
"Cefotetan","Promethazine","reported","2187","8745","ndf-rt"
"Cefotetan","Sennosides","reported","2187","36387","ndf-rt"
"Cefotetan","Warfarin","reported","2187","11289","ndf-rt"
"Cefotetan","Teniposide","reported","2187","10362","ndf-rt"
"Cefotetan","Benzoin Compound","reported","2187","215648","ndf-rt"
"Cefotetan","P-V Tussin","reported","2187","219013","ndf-rt"
"Cefotetan","Castellani Paint","reported","2187","305064","ndf-rt"
"Cefotetan","Fungi Nail","reported","2187","217219","ndf-rt"
"Ceftriaxone","Psyllium","reported","2193","8928","ndf-rt"
"Ceftriaxone","Calcium Phosphate","reported","2193","1919","ndf-rt"
"Ceftriaxone","Calcium Glubionate","reported","2193","25806","ndf-rt"
"Ceftriaxone","Lactase","reported","2193","41397","ndf-rt"
"Ceftriaxone","Anusol","reported","2193","128774","ndf-rt"
"Ceftriaxone","Diet Aid","reported","2193","216598","ndf-rt"
"Ceftriaxone","Tisseel","reported","2193","287575","ndf-rt"
"Ceftriaxone","Calcium Pangamate","reported","2193","1917","ndf-rt"
"Ceftriaxone","Calcium Folinate","reported","2193","225852","ndf-rt"
"Cefuroxime","Ranitidine","reported","2194","9143","ndf-rt"
"Cefuroxime","Lansoprazole","reported","2194","17128","ndf-rt"
"Cefuroxime","Ranitidine Bismuth Citrate","reported","2194","55471","ndf-rt"
"Cefuroxime","Rabeprazole","reported","2194","114979","ndf-rt"
"Cefuroxime","Pantoprazole","reported","2194","40790","ndf-rt"
"Cefuroxime","Esomeprazole","reported","2194","283742","ndf-rt"
"Cefuroxime","Dexlansoprazole","reported","2194","816346","ndf-rt"
"Chloroquine","Disopyramide","contraindicated","2393","3541","ndf-rt+onc"
"Chloroquine","Flecainide","contraindicated","2393","4441","ndf-rt+onc"
"Chloroquine","Mefloquine","severe","2393","6694","ndf-rt+openfda"
"Chloroquine","Methadone","contraindicated","2393","6813","ndf-rt+onc"
"Chloroquine","Ondansetron","contraindicated","2393","26225","ndf-rt+onc"
"Chloroquine","Procainamide","contraindicated","2393","8700","ndf-rt+onc"
"Chloroquine","Propafenone","reported","2393","8754","ndf-rt"
"Chloroquine","Quinine","reported","2393","9071","ndf-rt"
"Chloroquine","Azithromycin","contraindicated","2393","18631","ndf-rt+onc"
"Chloroquine","Clarithromycin","contraindicated","2393","21212","ndf-rt+onc"
"Chloroquine","Sotalol","contraindicated","2393","9947","ndf-rt+onc"
"Chloroquine","Sevoflurane","contraindicated","2393","36453","ndf-rt+onc"
"Chloroquine","Saquinavir","reported","2393","83395","ndf-rt"
"Chloroquine","Levofloxacin","reported","2393","82122","ndf-rt"
"Chloroquine","Citalopram","contraindicated","2393","2556","ndf-rt+onc"
"Chloroquine","Cilostazol","reported","2393","21107","ndf-rt"
"Chloroquine","Moxifloxacin","contraindicated","2393","139462","ndf-rt+onc"
"Chloroquine","Dofetilide","contraindicated","2393","49247","ndf-rt+onc"
"Chloroquine","Ziprasidone","reported","2393","115698","ndf-rt"
"Chloroquine","Agalsidase Beta","reported","2393","338817","ndf-rt"
"Chloroquine","Ibutilide","contraindicated","2393","41289","ndf-rt+onc"
"Chloroquine","Donepezil","reported","2393","135447","ndf-rt"
"Chloroquine","Anagrelide","contraindicated","2393","596724","ndf-rt+onc"
"Chloroquine","Quetiapine","reported","2393","51272","ndf-rt"
"Chloroquine","Toremifene","reported","2393","38409","ndf-rt"
"Chloroquine","Escitalopram","contraindicated","2393","321988","ndf-rt+onc"
"Chloroquine","Sorafenib","reported","2393","495881","ndf-rt"
"Chloroquine","Paliperidone","reported","2393","679314","ndf-rt"
"Chloroquine","Nilotinib","reported","2393","662281","ndf-rt"
"Chloroquine","Tetrabenazine","reported","2393","10390","ndf-rt"
"Chloroquine","Iloperidone","reported","2393","73178","ndf-rt"
"Chloroquine","Dronedarone","contraindicated","2393","233698","ndf-rt+onc"
"Chloroquine","Asenapine","reported","2393","784649","ndf-rt"
"Chloroquine","Romidepsin","reported","2393","877510","ndf-rt"
"Chloroquine","Telavancin","reported","2393","473837","ndf-rt"
"Chloroquine","Eribulin","reported","2393","1045453","ndf-rt"
