name_a,name_b,severity,sources
Glatiramer,Mannitol,severe,openfda(new)
Glimepiride,Pentoxifylline,moderate,openfda(new)
Glimepiride,Pramlintide,moderate,openfda(new)
Glimepiride,Probenecid,moderate,openfda(new)
Glimepiride,Propoxyphene,moderate,openfda(new)
Glimepiride,Somatropin,moderate,openfda(new)
Glimepiride,Sulfinpyrazone,moderate,openfda(new)
Glipizide,Pentoxifylline,moderate,openfda(new)
Posaconazole,Glipizide,moderate,openfda(new)
Glipizide,Pramlintide,moderate,openfda(new)
Glipizide,Propoxyphene,moderate,openfda(new)
Glycopyrrolate,Haloperidol,moderate,openfda(new)
Glycopyrrolate,Levodopa,moderate,openfda(new)
Glycopyrrolate,Metformin,moderate,openfda(new)
Lisdexamfetamine,Guanfacine,moderate,openfda(new)
Haloperidol,Imipramine,moderate,openfda(new)
Ketoconazole,Haloperidol,severe,openfda(new)
Lorazepam,Haloperidol,severe,openfda(new)
Vasopressin,Haloperidol,moderate,openfda(new)
Methylergonovine Maleate,Halothane,moderate,openfda(new)
Methylphenidate,Halothane,moderate,openfda(new)
Heparin,Hydroxychloroquine,moderate,openfda(new)
Heparin,Ibuprofen,moderate,openfda(new)
Heparin,Indomethacin,moderate,openfda(new)
Nitroglycerin,Heparin,moderate,openfda(new)
Heparin,Phenylbutazone,moderate,openfda(new)
Piperacillin,Heparin,moderate,openfda(new)
Hydrocodone,Nalbuphine,moderate,openfda(new)
Hydrocodone,Pentazocine,moderate,openfda(new)
Hydrocodone,Phenelzine,moderate,openfda(new)
Hydromorphone,Pentazocine,moderate,openfda(new)
Hydromorphone,Phenelzine,moderate,openfda(new)
Hydroxychloroquine,Methotrexate,moderate,openfda(new)
Ifosfamide,Itraconazole,moderate,openfda(new)
Ifosfamide,Ketoconazole,moderate,openfda(new)
Ifosfamide,Sorafenib,moderate,openfda(new)
Vasopressin,Ifosfamide,moderate,openfda(new)
Itraconazole,Imatinib,severe,openfda(new)
Ketoconazole,Imatinib,severe,openfda(new)
Tacrolimus,Imatinib,moderate,openfda(new)
Indapamide,Norepinephrine,moderate,openfda(new)
Phenytoin,Indinavir,moderate,openfda(new)
Voriconazole,Indinavir,moderate,openfda(new)
Triazolam,Isoniazid,moderate,openfda(new)
Isoproterenol,Propranolol,moderate,openfda(new)
Itraconazole,Meloxicam,moderate,openfda(new)
Itraconazole,Methylprednisolone,moderate,openfda(new)
Mirtazapine,Itraconazole,moderate,openfda(new)
Norethindrone,Itraconazole,moderate,openfda(new)
Itraconazole,Phenobarbital,severe,openfda(new)
Praziquantel,Itraconazole,moderate,openfda(new)
Itraconazole,Rifampicin,severe,openfda(new)
Itraconazole,Sufentanil,moderate,openfda(new)
Itraconazole,Tenofovir,severe,openfda(new)
Itraconazole,Vasopressin,severe,openfda(new)
Neostigmine,Kanamycin,moderate,openfda(new)
Ketamine,Vasopressin,moderate,openfda(new)
Mometasone,Ketoconazole,moderate,openfda(new)
Norethindrone,Ketoconazole,moderate,openfda(new)
Ketoconazole,Praziquantel,moderate,openfda(new)
Quinine,Ketoconazole,moderate,openfda(new)
Ketoconazole,Ramelteon,severe,openfda(new)
Ketoconazole,Repaglinide,moderate,openfda(new)
Ketoconazole,Sufentanil,severe,openfda(new)
Tretinoin,Ketoconazole,moderate,openfda(new)
Lamivudine,Sorbitol,severe,openfda(new)
Lamotrigine,Lopinavir,moderate,openfda(new)
Phenytoin,Lamotrigine,moderate,openfda(new)
Lansoprazole,Rifampin,severe,openfda(new)
Lansoprazole,Saquinavir,moderate,openfda(new)
Lansoprazole,St. John's Wort,severe,openfda(new)
Leflunomide,Nateglinide,moderate,openfda(new)
Leflunomide,Pravastatin,moderate,openfda(new)
Leflunomide,Simvastatin,moderate,openfda(new)
Lenalidomide,Thalidomide,severe,openfda(new)
Leucovorin,Levoleucovorin,severe,openfda(new)
Oxaliplatin,Leucovorin,moderate,openfda(new)
Leucovorin,Sulfamethoxazole,severe,openfda(new)
Leucovorin,Trimethoprim,severe,openfda(new)
Levodopa,Metoclopramide,moderate,openfda(new)
Trihexyphenidyl,Levodopa,moderate,openfda(new)
Rilpivirine,Levonorgestrel,moderate,openfda(new)
Levorphanol,Nalbuphine,moderate,openfda(new)
Levorphanol,Pentazocine,moderate,openfda(new)
Levothyroxine,Maprotiline,moderate,openfda(new)
Levothyroxine,Orlistat,moderate,openfda(new)
Levothyroxine,Phenobarbital,moderate,openfda(new)
Levothyroxine,Rifampin,moderate,openfda(new)
Levothyroxine,Sertraline,moderate,openfda(new)
Lidocaine,Mexiletine,moderate,openfda(new)
Lidocaine,Propofol,moderate,openfda(new)
Ritonavir,Lidocaine,moderate,openfda(new)
Succinylcholine,Lidocaine,moderate,openfda(new)
Lidocaine,Tocainide,moderate,openfda(new)
Midodrine,Linezolid,severe,openfda(new)
Ziprasidone,Linezolid,severe,openfda(new)
Liothyronine,Maprotiline,moderate,openfda(new)
Lisdexamfetamine,Omeprazole,moderate,openfda(new)
Lisdexamfetamine,Venlafaxine,moderate,openfda(new)
Lisinopril,Valsartan,moderate,openfda(new)
Mannitol,Lithium,moderate,openfda(new)
Lithium,Methyldopa,moderate,openfda(new)
Lithium,Metronidazole,moderate,openfda(new)
Lithium,Nifedipine,moderate,openfda(new)
Lithium,Norepinephrine,moderate,openfda(new)
Paroxetine,Lithium,moderate,openfda(new)
Lithium,Phenytoin,moderate,openfda(new)
Risperidone,Lithium,moderate,openfda(new)
Succinylcholine,Lithium,moderate,openfda(new)
Topiramate,Lithium,moderate,openfda(new)
Tramadol,Lithium,moderate,openfda(new)
Vasopressin,Lithium,moderate,openfda(new)
Venlafaxine,Lithium,moderate,openfda(new)
Lithium,Verapamil,moderate,openfda(new)
Mifepristone,Lopinavir,moderate,openfda(new)
Phenytoin,Lopinavir,moderate,openfda(new)
Tenofovir,Lopinavir,moderate,openfda(new)
Lorazepam,Theophylline,moderate,openfda(new)
Paclitaxel,Lovastatin,moderate,openfda(new)
Pamidronate,Mannitol,severe,openfda(new)
Mefloquine,Phenobarbital,moderate,openfda(new)
Mefloquine,Phenytoin,moderate,openfda(new)
Mefloquine,Valproic Acid,moderate,openfda(new)
Meperidine,Metaxalone,moderate,openfda(new)
Meperidine,Nalbuphine,moderate,openfda(new)
Meperidine,Pentazocine,moderate,openfda(new)
Metformin,Ranolazine,moderate,openfda(new)
Topiramate,Metformin,severe,openfda(new)
Metformin,Vandetanib,moderate,openfda(new)
Rilpivirine,Methadone,moderate,openfda(new)
Methazolamide,Potassium,severe,openfda(new)
Methotrexate,Neomycin,severe,openfda(new)
Methotrexate,Pemetrexed,severe,openfda(new)
Methotrexate,Penicillamine,moderate,openfda(new)
Phenytoin,Methotrexate,moderate,openfda(new)
Methotrexate,Pyrimethamine,severe,openfda(new)
Methotrexate,Tetracycline,moderate,openfda(new)
Methylergonovine Maleate,Methoxyflurane,moderate,openfda(new)
Tetracycline,Methoxyflurane,severe,openfda(new)
Nifedipine,Methyldopa,moderate,openfda(new)
Nimodipine,Methyldopa,moderate,openfda(new)
Vasopressin,Methyldopa,moderate,openfda(new)
Ziprasidone,Methylene Blue,severe,openfda(new)
Phenytoin,Methylphenidate,moderate,openfda(new)
Methylphenidate,Potassium,moderate,openfda(new)
Methylphenidate,Risperidone,severe,openfda(new)
Methylprednisolone,Phenobarbital,moderate,openfda(new)
Methylprednisolone,Phenytoin,moderate,openfda(new)
Tacrolimus,Methylprednisolone,moderate,openfda(new)
Naratriptan,Methysergide,severe,openfda(new)
Rizatriptan,Methysergide,severe,openfda(new)
Sumatriptan,Methysergide,severe,openfda(new)
Zolmitriptan,Methysergide,severe,openfda(new)
Ropinirole,Metoclopramide,moderate,openfda(new)
Succinylcholine,Metoclopramide,moderate,openfda(new)
Tacrolimus,Metoclopramide,moderate,openfda(new)
Metolazone,Norepinephrine,moderate,openfda(new)
Paclitaxel,Midazolam,moderate,openfda(new)
Midazolam,Ranitidine,moderate,openfda(new)
Rilpivirine,Midazolam,moderate,openfda(new)
Mifepristone,Phenobarbital,severe,openfda(new)
Mifepristone,Rifabutin,severe,openfda(new)
Rifampin,Mifepristone,severe,openfda(new)
Mifepristone,Saquinavir,moderate,openfda(new)
Mifepristone,St. John's Wort,severe,openfda(new)
Minocycline,Penicillin,severe,openfda(new)
Mirtazapine,Nefazodone,moderate,openfda(new)
Mirtazapine,Phenytoin,moderate,openfda(new)
Mirtazapine,Rifampin,moderate,openfda(new)
Mirtazapine,Ritonavir,moderate,openfda(new)
Modafinil,Warfarin,moderate,openfda(new)
Morphine,Pentazocine,moderate,openfda(new)
Morphine,Phenelzine,moderate,openfda(new)
Morphine,Tranylcypromine,moderate,openfda(new)
Mycophenolic Acid,Mycophenolate Mofetil,severe,openfda(new)
Mycophenolic Acid,Mycophenolate,severe,openfda(new)
Mycophenolic Acid,Valacyclovir,moderate,openfda(new)
Mycophenolic Acid,Valganciclovir,moderate,openfda(new)
Remifentanil,Nalbuphine,moderate,openfda(new)
Sufentanil,Nalbuphine,moderate,openfda(new)
Tapentadol,Nalbuphine,moderate,openfda(new)
Tramadol,Nalbuphine,severe,openfda(new)
Naproxen,Sucralfate,moderate,openfda(new)
Nateglinide,Reserpine,moderate,openfda(new)
Nateglinide,Somatropin,moderate,openfda(new)
Nebivolol,Paroxetine,moderate,openfda(new)
Nebivolol,Propafenone,moderate,openfda(new)
Nebivolol,Quinidine,moderate,openfda(new)
Nebivolol,Reserpine,moderate,openfda(new)
Neostigmine,Neomycin,moderate,openfda(new)
Sorafenib,Neomycin,moderate,openfda(new)
Neomycin,Vitamin K,moderate,openfda(new)
Neostigmine,Streptomycin,moderate,openfda(new)
Neostigmine,Succinylcholine,severe,openfda(new)
Rilpivirine,Nevirapine,severe,openfda(new)
Posaconazole,Nicardipine,moderate,openfda(new)
Tamsulosin,Nifedipine,moderate,openfda(new)
Nifedipine,Valproic Acid,moderate,openfda(new)
Tacrolimus,Nilotinib,moderate,openfda(new)
Oxaprozin,Norepinephrine,moderate,openfda(new)
Piroxicam,Norepinephrine,moderate,openfda(new)
Tetrabenazine,Norepinephrine,severe,openfda(new)
Voriconazole,Norethindrone,severe,openfda(new)
Repaglinide,Octreotide,moderate,openfda(new)
Thioguanine,Olsalazine,moderate,openfda(new)
Omeprazole,Rifampin,severe,openfda(new)
Omeprazole,Saquinavir,moderate,openfda(new)
Omeprazole,Voriconazole,moderate,openfda(new)
Ondansetron,Tramadol,moderate,openfda(new)
Opium,Pentazocine,moderate,openfda(new)
Opium,Phenelzine,moderate,openfda(new)
Propafenone,Orlistat,moderate,openfda(new)
Oxcarbazepine,Rifampin,moderate,openfda(new)
Oxycodone,Pentazocine,severe,openfda(new)
Oxycodone,Phenelzine,moderate,openfda(new)
Oxycodone,Tranylcypromine,moderate,openfda(new)
Oxymorphone,Pentazocine,moderate,openfda(new)
Oxymorphone,Phenelzine,severe,openfda(new)
Oxymorphone,Tranylcypromine,severe,openfda(new)
Paclitaxel,Ranitidine,severe,openfda(new)
Paclitaxel,Repaglinide,moderate,openfda(new)
Paclitaxel,Rosiglitazone,moderate,openfda(new)
Paclitaxel,Sildenafil,moderate,openfda(new)
Paclitaxel,Simvastatin,moderate,openfda(new)
Sorafenib,Paclitaxel,severe,openfda(new)
Paclitaxel,Triazolam,moderate,openfda(new)
Risperidone,Paliperidone,severe,openfda(new)
Pantoprazole,Saquinavir,moderate,openfda(new)
Paroxetine,Phenobarbital,moderate,openfda(new)
Paroxetine,Phenytoin,moderate,openfda(new)
Paroxetine,Ritonavir,moderate,openfda(new)
Potassium,Penicillamine,severe,openfda(new)
Probenecid,Penicillin,moderate,openfda(new)
Succinylcholine,Penicillin,moderate,openfda(new)
Penicillin,Tetracycline,severe,openfda(new)
Vasopressin,Pentamidine,moderate,openfda(new)
Remifentanil,Pentazocine,moderate,openfda(new)
Sufentanil,Pentazocine,moderate,openfda(new)
Tapentadol,Pentazocine,moderate,openfda(new)
Tramadol,Pentazocine,severe,openfda(new)
Perindopril,Valsartan,moderate,openfda(new)
Sufentanil,Phenelzine,moderate,openfda(new)
Primidone,Phenobarbital,severe,openfda(new)
Phenobarbital,Progesterone,moderate,openfda(new)
Quinine,Phenobarbital,moderate,openfda(new)
Verapamil,Phenobarbital,moderate,openfda(new)
Quinine,Phenytoin,moderate,openfda(new)
Phenytoin,Reserpine,moderate,openfda(new)
Phenytoin,Sertraline,moderate,openfda(new)
Phenytoin,Simvastatin,moderate,openfda(new)
Phenytoin,St. John's Wort,moderate,openfda(new)
Phenytoin,Sulfadiazine,moderate,openfda(new)
Phenytoin,Sulfamethizole,moderate,openfda(new)
Phenytoin,Tolbutamide,moderate,openfda(new)
Phenytoin,Topiramate,moderate,openfda(new)
Phenytoin,Trazodone,moderate,openfda(new)
Phenytoin,Verapamil,moderate,openfda(new)
Physostigmine,Succinylcholine,severe,openfda(new)
Pioglitazone,Topiramate,moderate,openfda(new)
Piperacillin,Vancomycin,moderate,openfda(new)
Vancomycin,Polymyxin B,moderate,openfda(new)
Posaconazole,Verapamil,moderate,openfda(new)
Sotalol,Potassium,severe,openfda(new)
Potassium,Tetracycline,severe,openfda(new)
Prasugrel,Warfarin,moderate,openfda(new)
Praziquantel,Ritonavir,moderate,openfda(new)
Prednisolone,Varicella,severe,openfda(new)
Voriconazole,Prednisolone,moderate,openfda(new)
Tacrolimus,Prednisone,moderate,openfda(new)
Ritonavir,Primidone,severe,openfda(new)
Rifampin,Probenecid,moderate,openfda(new)
Succinylcholine,Procainamide,moderate,openfda(new)
Progesterone,Rifampin,moderate,openfda(new)
Succinylcholine,Promazine,moderate,openfda(new)
Propranolol,Reserpine,moderate,openfda(new)
Theophylline,Propranolol,moderate,openfda(new)
Propranolol,Warfarin,moderate,openfda(new)
Quinapril,Valsartan,moderate,openfda(new)
Quinine,Sodium Bicarbonate,moderate,openfda(new)
Quinine,Vitamin K,moderate,openfda(new)
Rabeprazole,Saquinavir,moderate,openfda(new)
Raloxifene,Warfarin,moderate,openfda(new)
Ramipril,Telmisartan,severe,openfda(new)
Ramipril,Valsartan,moderate,openfda(new)
Risperidone,Ranitidine,severe,openfda(new)
Rifabutin,Tenofovir,severe,openfda(new)
Roflumilast,Rifampicin,severe,openfda(new)
Tadalafil,Rifampin,severe,openfda(new)
Tenofovir,Rifampin,severe,openfda(new)
Valsartan,Rifampin,moderate,openfda(new)
Rifampin,Zidovudine,severe,openfda(new)
Tenofovir,Rifapentine,severe,openfda(new)
Tramadol,Ritonavir,moderate,openfda(new)
Valsartan,Ritonavir,moderate,openfda(new)
Ritonavir,Vinblastine,severe,openfda(new)
Salsalate,Salicylic Acid,moderate,openfda(new)
Tretinoin,Salicylic Acid,moderate,openfda(new)
Zolpidem,Sertraline,moderate,openfda(new)
Silodosin,Verapamil,moderate,openfda(new)
Succinylcholine,Terbutaline,moderate,openfda(new)
Vecuronium,Succinylcholine,moderate,openfda(new)
Tretinoin,Sulfur,moderate,openfda(new)
Tigecycline,Tacrolimus,moderate,openfda(new)
Tacrolimus,Troleandomycin,moderate,openfda(new)
Tamsulosin,Terbinafine,moderate,openfda(new)
Tobramycin,Varicella,severe,openfda(new)
Trazodone,Warfarin,moderate,openfda(new)
Voriconazole,Tretinoin,moderate,openfda(new)
Triazolam,Verapamil,moderate,openfda(new)
Venlafaxine,Tryptophan,severe,openfda(new)
Voriconazole,Tyrosine,severe,openfda(new)
Valproate Sodium,Urea,severe,openfda(new)
Valproic Acid,Urea,severe,openfda(new)
Vasopressin,Vincristine,moderate,openfda(new)
